ensembl_gene_id	gene_sym	ncbi_gene_id	ncbi_gene_sym
ENSG00000215029	TCP11X2	100996631	TCP11X1
ENSG00000215029	TCP11X2	100996648	TCP11X2
ENSG00000230031	POTEB2	102724631	POTEB3
ENSG00000230031	POTEB2	100287399	POTEB2
ENSG00000197471	SPN	105369247	LOC105369247
ENSG00000197471	SPN	6693	SPN
ENSG00000178104	PDE4DIP	653513	LOC653513
ENSG00000178104	PDE4DIP	9659	PDE4DIP
ENSG00000278699	POTEB3	102724631	POTEB3
ENSG00000278699	POTEB3	102723502	LOC102723502
ENSG00000100197	CYP2D6	1565	CYP2D6
ENSG00000100197	CYP2D6	107987478	LOC107987478
ENSG00000100197	CYP2D6	107987479	LOC107987479
ENSG00000234803	FAM197Y2	100289188	FAM197Y4
ENSG00000234803	FAM197Y2	105379269	FAM197Y7
ENSG00000234803	FAM197Y2	252946	FAM197Y2
ENSG00000234803	FAM197Y2	105379268	FAM197Y8
ENSG00000105808	RASA4	10156	RASA4
ENSG00000105808	RASA4	102724229	LOC102724229
ENSG00000215378	DEFT1P	170949	DEFT1P
ENSG00000215378	DEFT1P	100287083	DEFT1P2
ENSG00000282456	LINC02210-CRHR1	1394	CRHR1
ENSG00000282456	LINC02210-CRHR1	104909134	LINC02210-CRHR1
ENSG00000229425	AJ009632.2	101927745	LOC101927745
ENSG00000229425	AJ009632.2	105369302	LOC105369302
ENSG00000234278	PRR20E	729250	PRR20E
ENSG00000234278	PRR20E	105370298	LOC105370298
ENSG00000283093	CENPVL2	441495	CENPVL2
ENSG00000283093	CENPVL2	389857	CENPVL1
ENSG00000270629	NBPF14	25832	NBPF14
ENSG00000270629	NBPF14	100996763	LOC100996763
ENSG00000270629	NBPF14	100996717	LOC100996717
ENSG00000229488	PRRT1	100507547	LOC100507547
ENSG00000229488	PRRT1	80863	PRRT1
ENSG00000275748	ARL17B	100506084	ARL17B
ENSG00000275748	ARL17B	51326	ARL17A
ENSG00000275748	ARL17B	100996709	LOC100996709
ENSG00000197852	FAM212B	55924	FAM212B
ENSG00000197852	FAM212B	101928718	LOC101928718
ENSG00000264717	NPY4R2	100996758	NPY4R2
ENSG00000264717	NPY4R2	105379861	LOC105379861
ENSG00000225103	HLA-DQA2	3118	HLA-DQA2
ENSG00000225103	HLA-DQA2	3117	HLA-DQA1
ENSG00000205571	SMN2	6606	SMN1
ENSG00000205571	SMN2	6607	SMN2
ENSG00000204577	LILRB3	102725035	LOC102725035
ENSG00000204577	LILRB3	11025	LILRB3
ENSG00000204577	LILRB3	107987462	LOC107987462
ENSG00000204577	LILRB3	107987425	LOC107987425
ENSG00000223591	CENPVL1	389857	CENPVL1
ENSG00000223591	CENPVL1	441495	CENPVL2
ENSG00000262573	KRTAP9-2	83899	KRTAP9-2
ENSG00000262573	KRTAP9-2	83901	KRTAP9-8
ENSG00000261509	TP53TG3B	102723655	LOC102723655
ENSG00000261509	TP53TG3B	102724127	TP53TG3F
ENSG00000261509	TP53TG3B	102723713	LOC102723713
ENSG00000261509	TP53TG3B	102724101	TP53TG3E
ENSG00000261509	TP53TG3B	729355	TP53TG3B
ENSG00000185088	RPS27L	6232	RPS27
ENSG00000185088	RPS27L	51065	RPS27L
ENSG00000205076	LGALS7	653499	LGALS7B
ENSG00000205076	LGALS7	3963	LGALS7
ENSG00000157326	DHRS4	728635	DHRS4L1
ENSG00000157326	DHRS4	10901	DHRS4
ENSG00000241370	RPP21	202658	TRIM39-RPP21
ENSG00000241370	RPP21	79897	RPP21
ENSG00000163156	SCNM1	100534012	TNFAIP8L2-SCNM1
ENSG00000163156	SCNM1	79005	SCNM1
ENSG00000205882	DEFB134	105379765	LOC105379765
ENSG00000205882	DEFB134	613211	DEFB134
ENSG00000226603	LY6G6D	110599563	LY6G6F-LY6G6D
ENSG00000226603	LY6G6D	58530	LY6G6D
ENSG00000152926	ZNF117	51351	ZNF117
ENSG00000152926	ZNF117	109504726	ERV3-1-ZNF117
ENSG00000222018	C21ORF140	102723451	LOC102723451
ENSG00000222018	C21ORF140	101928147	C21ORF140
ENSG00000145075	CCDC39	339829	CCDC39
ENSG00000145075	CCDC39	101928882	LOC101928882
ENSG00000223793	HLA-DQA2	3118	HLA-DQA2
ENSG00000223793	HLA-DQA2	3117	HLA-DQA1
ENSG00000277336	CCL3L3	6349	CCL3L1
ENSG00000277336	CCL3L3	414062	CCL3L3
ENSG00000132207	SLX1A	105369236	LOC105369236
ENSG00000132207	SLX1A	548593	SLX1A
ENSG00000205884	DEFB136	107987560	LOC107987560
ENSG00000205884	DEFB136	613210	DEFB136
ENSG00000100033	PRODH	5625	PRODH
ENSG00000100033	PRODH	102724788	LOC102724788
ENSG00000204918	PRR20B	105370298	LOC105370298
ENSG00000204918	PRR20B	729233	PRR20B
ENSG00000236902	LY6G6D	110599563	LY6G6F-LY6G6D
ENSG00000236902	LY6G6D	58530	LY6G6D
ENSG00000229571	PRAMEF25	645359	PRAMEF26
ENSG00000229571	PRAMEF25	441873	PRAMEF25
ENSG00000278310	GOLGA8F	100132565	GOLGA8F
ENSG00000278310	GOLGA8F	283768	GOLGA8G
ENSG00000160209	PDXK	8566	PDXK
ENSG00000160209	PDXK	105372824	LOC105372824
ENSG00000205572	SERF1B	8293	SERF1A
ENSG00000205572	SERF1B	728492	SERF1B
ENSG00000204314	PRRT1	100507547	LOC100507547
ENSG00000204314	PRRT1	80863	PRRT1
ENSG00000278632	TBC1D3B	414060	TBC1D3C
ENSG00000278632	TBC1D3B	414059	TBC1D3B
ENSG00000229665	PRR20C	105370298	LOC105370298
ENSG00000229665	PRR20C	729240	PRR20C
ENSG00000163444	TMEM183A	653659	TMEM183B
ENSG00000163444	TMEM183A	92703	TMEM183A
ENSG00000273513	TBC1D3K	102723859	TBC1D3E
ENSG00000273513	TBC1D3K	101060351	TBC1D3K
ENSG00000282033	AC074387.1	100506563	LOC100506563
ENSG00000282033	AC074387.1	105373553	LOC105373553
ENSG00000175344	CHRNA7	101929970	LOC101929970
ENSG00000175344	CHRNA7	1139	CHRNA7
ENSG00000232010	AP001059.1	105379484	LOC105379484
ENSG00000232010	AP001059.1	105372833	LOC105372833
ENSG00000277768	CCL3L3	6349	CCL3L1
ENSG00000277768	CCL3L3	414062	CCL3L3
ENSG00000264343	NOTCH2NL	100996717	LOC100996717
ENSG00000264343	NOTCH2NL	388677	NOTCH2NL
ENSG00000086205	FOLH1	219595	FOLH1B
ENSG00000086205	FOLH1	2346	FOLH1
ENSG00000111850	SMIM8	57150	SMIM8
ENSG00000111850	SMIM8	63914	LINC01590
ENSG00000169621	APLF	200558	APLF
ENSG00000169621	APLF	10887	PROKR1
ENSG00000215817	ZC3H11B	441155	LOC441155
ENSG00000215817	ZC3H11B	643136	ZC3H11B
ENSG00000133961	NUMB	101928143	LOC101928143
ENSG00000133961	NUMB	8650	NUMB
ENSG00000160221	C21ORF33	8209	C21ORF33
ENSG00000160221	C21ORF33	102724023	LOC102724023
ENSG00000182230	FAM153B	202134	FAM153B
ENSG00000182230	FAM153B	100507387	LOC100507387
ENSG00000206301	HLA-DQA2	3118	HLA-DQA2
ENSG00000206301	HLA-DQA2	3117	HLA-DQA1
ENSG00000185040	SPDYE16	102723555	SPDYE16
ENSG00000185040	SPDYE16	100505767	SPDYE18
ENSG00000269713	NBPF9	400818	NBPF9
ENSG00000269713	NBPF9	101060684	NBPF26
ENSG00000269713	NBPF9	728841	NBPF8
ENSG00000138381	ASNSD1	110599588	ASDURF
ENSG00000138381	ASNSD1	54529	ASNSD1
ENSG00000144455	SUMF1	100130207	LOC100130207
ENSG00000144455	SUMF1	285362	SUMF1
ENSG00000185905	C16ORF54	105369277	LOC105369277
ENSG00000185905	C16ORF54	283897	C16ORF54
ENSG00000177359	AC024940.1	408186	OVOS
ENSG00000177359	AC024940.1	144203	OVOS2
ENSG00000198021	SPANXA1	64663	SPANXC
ENSG00000198021	SPANXA1	30014	SPANXA1
ENSG00000198021	SPANXA1	728712	SPANXA2
ENSG00000262156	APOBEC3A	200315	APOBEC3A
ENSG00000262156	APOBEC3A	100913187	APOBEC3A_B
ENSG00000277090	GOLGA8G	283768	GOLGA8G
ENSG00000277090	GOLGA8G	100132565	GOLGA8F
ENSG00000236362	GAGE12F	729408	GAGE2D
ENSG00000236362	GAGE12F	100008586	GAGE12F
ENSG00000236362	GAGE12F	26748	GAGE12I
ENSG00000236362	GAGE12F	2579	GAGE7
ENSG00000236362	GAGE12F	26749	GAGE2E
ENSG00000236362	GAGE12F	2574	GAGE2C
ENSG00000236362	GAGE12F	2576	GAGE4
ENSG00000236362	GAGE12F	2578	GAGE6
ENSG00000215269	GAGE12G	2579	GAGE7
ENSG00000215269	GAGE12G	645073	GAGE12G
ENSG00000215269	GAGE12G	2578	GAGE6
ENSG00000215269	GAGE12G	2576	GAGE4
ENSG00000215269	GAGE12G	26748	GAGE12I
ENSG00000277816	LILRB3	102725035	LOC102725035
ENSG00000277816	LILRB3	11025	LILRB3
ENSG00000277816	LILRB3	107987462	LOC107987462
ENSG00000277816	LILRB3	107987425	LOC107987425
ENSG00000156273	BACH1	100379661	GRIK1-AS2
ENSG00000156273	BACH1	571	BACH1
ENSG00000230000	AC006455.5	100287704	LOC100287704
ENSG00000230000	AC006455.5	100287834	LOC100287834
ENSG00000105650	PDE4C	5143	PDE4C
ENSG00000105650	PDE4C	729966	LOC729966
ENSG00000189064	GAGE2A	729447	GAGE2A
ENSG00000189064	GAGE2A	100101629	GAGE8
ENSG00000189064	GAGE2A	645037	GAGE2B
ENSG00000274274	GAGE13	645051	GAGE13
ENSG00000274274	GAGE13	2577	GAGE5
ENSG00000127603	MACF1	643314	KIAA0754
ENSG00000127603	MACF1	23499	MACF1
ENSG00000106069	CHN2	1124	CHN2
ENSG00000106069	CHN2	101928168	LOC101928168
ENSG00000248472	DDX11L9	727856	DDX11L16
ENSG00000248472	DDX11L9	100288486	DDX11L9
ENSG00000248472	DDX11L9	100287596	DDX11L5
ENSG00000206340	C4A	110384692	LOC110384692
ENSG00000206340	C4A	720	C4A
ENSG00000204919	PRR20A	122183	PRR20A
ENSG00000204919	PRR20A	105370298	LOC105370298
ENSG00000203926	SPANXA2	728712	SPANXA2
ENSG00000203926	SPANXA2	64663	SPANXC
ENSG00000276349	TBC1D3L	101060376	TBC1D3L
ENSG00000276349	TBC1D3L	729873	TBC1D3
ENSG00000275211	CYP2D6	1565	CYP2D6
ENSG00000275211	CYP2D6	107987478	LOC107987478
ENSG00000275211	CYP2D6	107987479	LOC107987479
ENSG00000274939	TBC1D3B	414060	TBC1D3C
ENSG00000274939	TBC1D3B	414059	TBC1D3B
ENSG00000159216	RUNX1	861	RUNX1
ENSG00000159216	RUNX1	100506403	LOC100506403
ENSG00000099977	DDT	100037417	DDTL
ENSG00000099977	DDT	1652	DDT
ENSG00000213648	SULT1A4	445329	SULT1A4
ENSG00000213648	SULT1A4	105369243	LOC105369243
ENSG00000273641	DEFB103B	55894	DEFB103B
ENSG00000273641	DEFB103B	414325	DEFB103A
ENSG00000187951	ARHGAP11B	100288637	LOC100288637
ENSG00000187951	ARHGAP11B	89839	ARHGAP11B
ENSG00000263090	KRTAP9-2	83899	KRTAP9-2
ENSG00000263090	KRTAP9-2	83901	KRTAP9-8
ENSG00000239533	GOLGA2P2Y	84559	GOLGA2P2Y
ENSG00000239533	GOLGA2P2Y	401634	GOLGA2P3Y
ENSG00000261052	SULT1A3	105369243	LOC105369243
ENSG00000261052	SULT1A3	6818	SULT1A3
ENSG00000239927	RPP21	202658	TRIM39-RPP21
ENSG00000239927	RPP21	79897	RPP21
ENSG00000274352	ZNF707	286075	ZNF707
ENSG00000274352	ZNF707	101928160	LOC101928160
ENSG00000236663	FRGCA	106481742	FRGCA
ENSG00000236663	FRGCA	106780825	LOC106780825
ENSG00000187514	PTMA	728026	LOC728026
ENSG00000187514	PTMA	5757	PTMA
ENSG00000267322	SNHG22	103091864	SNHG22
ENSG00000267322	SNHG22	677769	SCARNA17
ENSG00000079974	RABL2B	11159	RABL2A
ENSG00000079974	RABL2B	11158	RABL2B
ENSG00000275153	TBC1D3K	102723859	TBC1D3E
ENSG00000275153	TBC1D3K	101060351	TBC1D3K
ENSG00000163633	C4ORF36	100506746	AFF1-AS1
ENSG00000163633	C4ORF36	132989	C4ORF36
ENSG00000275019	LILRB3	102725035	LOC102725035
ENSG00000275019	LILRB3	11025	LILRB3
ENSG00000275019	LILRB3	107987462	LOC107987462
ENSG00000275019	LILRB3	107987425	LOC107987425
ENSG00000167476	JSRP1	105372240	LOC105372240
ENSG00000167476	JSRP1	126306	JSRP1
ENSG00000227151	PRR20D	729246	PRR20D
ENSG00000227151	PRR20D	105370298	LOC105370298
ENSG00000181625	SLX1B	79008	SLX1B
ENSG00000181625	SLX1B	105369236	LOC105369236
ENSG00000275331	ABCC6	368	ABCC6
ENSG00000275331	ABCC6	105369239	LOC105369239
ENSG00000279169	PRAMEF13	729528	PRAMEF14
ENSG00000279169	PRAMEF13	65121	PRAMEF1
ENSG00000279169	PRAMEF13	65122	PRAMEF2
ENSG00000279169	PRAMEF13	400736	PRAMEF13
ENSG00000242726	RPP21	202658	TRIM39-RPP21
ENSG00000242726	RPP21	79897	RPP21
ENSG00000283196	AC006453.2	654342	LOC654342
ENSG00000283196	AC006453.2	100996732	LOC100996732
ENSG00000283196	AC006453.2	645166	LOC645166
ENSG00000234068	PAGE2	203569	PAGE2
ENSG00000234068	PAGE2	389860	PAGE2B
ENSG00000235302	LY6G6D	110599563	LY6G6F-LY6G6D
ENSG00000235302	LY6G6D	58530	LY6G6D
ENSG00000261247	GOLGA8T	653075	GOLGA8T
ENSG00000261247	GOLGA8T	653125	GOLGA8K
ENSG00000111671	SPSB2	105369632	LOC105369632
ENSG00000111671	SPSB2	84727	SPSB2
ENSG00000205457	TP53TG3C	102724101	TP53TG3E
ENSG00000205457	TP53TG3C	653550	TP53TG3C
ENSG00000205457	TP53TG3C	102723655	LOC102723655
ENSG00000205457	TP53TG3C	102724127	TP53TG3F
ENSG00000205457	TP53TG3C	102723713	LOC102723713
ENSG00000243009	RPP21	202658	TRIM39-RPP21
ENSG00000243009	RPP21	79897	RPP21
ENSG00000186523	FAM86B1	85002	FAM86B1
ENSG00000186523	FAM86B1	653333	FAM86B2
ENSG00000186523	FAM86B1	100287013	FAM86KP
ENSG00000281038	OR8U1	504190	OR8U9
ENSG00000281038	OR8U1	219417	OR8U1
ENSG00000233008	LINC01725	101927587	LINC01725
ENSG00000233008	LINC01725	101927560	LOC101927560
ENSG00000274042	GOLGA6L10	647042	GOLGA6L10
ENSG00000274042	GOLGA6L10	100133220	GOLGA6L3
ENSG00000091262	ABCC6	368	ABCC6
ENSG00000091262	ABCC6	105369239	LOC105369239
ENSG00000234289	H2BFS	102724334	LOC102724334
ENSG00000234289	H2BFS	54145	H2BFS
ENSG00000274587	LILRB3	102725035	LOC102725035
ENSG00000274587	LILRB3	11025	LILRB3
ENSG00000274587	LILRB3	107987462	LOC107987462
ENSG00000274587	LILRB3	107987425	LOC107987425
ENSG00000255374	TAS2R43	259289	TAS2R43
ENSG00000255374	TAS2R43	259291	TAS2R45
ENSG00000238056	PRRT1	100507547	LOC100507547
ENSG00000238056	PRRT1	80863	PRRT1
ENSG00000275428	AC024940.6	408186	OVOS
ENSG00000275428	AC024940.6	144203	OVOS2
ENSG00000168746	LINC01620	140834	LINC01620
ENSG00000168746	LINC01620	101927242	LINC01430
ENSG00000186399	GOLGA8R	101059918	GOLGA8R
ENSG00000186399	GOLGA8R	107984057	LOC107984057
ENSG00000178115	GOLGA8Q	727909	GOLGA8Q
ENSG00000178115	GOLGA8Q	728047	GOLGA8O
ENSG00000281569	KANSL1-AS1	107984142	LOC107984142
ENSG00000281569	KANSL1-AS1	644246	KANSL1-AS1
ENSG00000128383	APOBEC3A	200315	APOBEC3A
ENSG00000128383	APOBEC3A	100913187	APOBEC3A_B
ENSG00000278848	TP53TG3F	102723655	LOC102723655
ENSG00000278848	TP53TG3F	102724127	TP53TG3F
ENSG00000225141	PRRT1	100507547	LOC100507547
ENSG00000225141	PRRT1	80863	PRRT1
ENSG00000262628	OR1D5	8386	OR1D5
ENSG00000262628	OR1D5	653166	OR1D4
ENSG00000180509	KCNE1	102723475	KCNE1B
ENSG00000180509	KCNE1	3753	KCNE1
ENSG00000281994	NPIPA1	9284	NPIPA1
ENSG00000281994	NPIPA1	107984071	LOC107984071
ENSG00000276709	PDXDC1	102724985	LOC102724985
ENSG00000276709	PDXDC1	23042	PDXDC1
ENSG00000213809	KLRK1	22914	KLRK1
ENSG00000213809	KLRK1	100528032	KLRC4-KLRK1
ENSG00000280619	AC245931.1	107987434	LOC107987434
ENSG00000280619	AC245931.1	107987420	LOC107987420
ENSG00000205456	TP53TG3D	102723655	LOC102723655
ENSG00000205456	TP53TG3D	729264	TP53TG3D
ENSG00000205456	TP53TG3D	102723713	LOC102723713
ENSG00000205456	TP53TG3D	102724101	TP53TG3E
ENSG00000205456	TP53TG3D	102724127	TP53TG3F
ENSG00000088298	EDEM2	55741	EDEM2
ENSG00000088298	EDEM2	111089941	MMP24-AS1-EDEM2
ENSG00000163945	UVSSA	285464	CRIPAK
ENSG00000163945	UVSSA	57654	UVSSA
ENSG00000277006	DEFB104B	107984148	LOC107984148
ENSG00000277006	DEFB104B	503618	DEFB104B
ENSG00000227122	PRRT1	100507547	LOC100507547
ENSG00000227122	PRRT1	80863	PRRT1
ENSG00000231526	HLA-DQA2	3118	HLA-DQA2
ENSG00000231526	HLA-DQA2	3117	HLA-DQA1
ENSG00000275034	TP53TG3E	102724101	TP53TG3E
ENSG00000275034	TP53TG3E	102723655	LOC102723655
ENSG00000248441	LINC01197	400456	LINC01197
ENSG00000248441	LINC01197	105370994	LOC105370994
ENSG00000169627	BOLA2B	552900	BOLA2
ENSG00000169627	BOLA2B	654483	BOLA2B
ENSG00000169627	BOLA2B	107984053	LOC107984053
ENSG00000168028	RPSA	388524	RPSAP58
ENSG00000168028	RPSA	3921	RPSA
ENSG00000233614	DDX11L10	100287029	DDX11L10
ENSG00000233614	DDX11L10	727856	DDX11L16
ENSG00000117262	GPR89A	51463	GPR89B
ENSG00000117262	GPR89A	653519	GPR89A
ENSG00000227746	C4A	110384692	LOC110384692
ENSG00000227746	C4A	720	C4A
ENSG00000233917	POTEB	102724631	POTEB3
ENSG00000233917	POTEB	100996331	POTEB
ENSG00000183632	TP53TG3	102723713	LOC102723713
ENSG00000183632	TP53TG3	102724127	TP53TG3F
ENSG00000183632	TP53TG3	102724101	TP53TG3E
ENSG00000183632	TP53TG3	102723655	LOC102723655
ENSG00000183632	TP53TG3	24150	TP53TG3
ENSG00000174876	AMY1B	277	AMY1B
ENSG00000174876	AMY1B	278	AMY1C
ENSG00000278522	POTEB3	102724631	POTEB3
ENSG00000278522	POTEB3	102723502	LOC102723502
ENSG00000277429	SERF1B	8293	SERF1A
ENSG00000277429	SERF1B	728492	SERF1B
ENSG00000153684	GOLGA8F	100132565	GOLGA8F
ENSG00000153684	GOLGA8F	283768	GOLGA8G
ENSG00000206402	LY6G6D	110599563	LY6G6F-LY6G6D
ENSG00000206402	LY6G6D	58530	LY6G6D
ENSG00000276276	ARL17B	100506084	ARL17B
ENSG00000276276	ARL17B	51326	ARL17A
ENSG00000276276	ARL17B	100996709	LOC100996709
ENSG00000273772	SMN2	6606	SMN1
ENSG00000273772	SMN2	6607	SMN2
ENSG00000223972	DDX11L1	84771	DDX11L2
ENSG00000223972	DDX11L1	102725121	LOC102725121
ENSG00000223972	DDX11L1	100287102	DDX11L1
ENSG00000223972	DDX11L1	100287596	DDX11L5
ENSG00000223972	DDX11L1	727856	DDX11L16
ENSG00000100031	GGT1	2678	GGT1
ENSG00000100031	GGT1	728441	GGT2
ENSG00000100031	GGT1	102724197	LOC102724197
ENSG00000124343	XG	7499	XG
ENSG00000124343	XG	100132596	XGY2
ENSG00000278674	ELOA3B	101930165	LOC101930165
ENSG00000278674	ELOA3B	728929	ELOA3B
ENSG00000183791	ELOA3	105369241	LOC105369241
ENSG00000183791	ELOA3	162699	ELOA3
ENSG00000274744	ELOA3D	107983955	ELOA3C
ENSG00000274744	ELOA3D	100506888	ELOA3D
ENSG00000221926	TRIM16	10626	TRIM16
ENSG00000221926	TRIM16	147166	TRIM16L
ENSG00000275498	PDXDC1	102724985	LOC102724985
ENSG00000275498	PDXDC1	23042	PDXDC1
ENSG00000214967	NPIPA7	101059938	NPIPA7
ENSG00000214967	NPIPA7	101059953	NPIPA8
ENSG00000130035	GALNT8	26290	GALNT8
ENSG00000130035	GALNT8	3742	KCNA6
ENSG00000273651	GOLGA8G	283768	GOLGA8G
ENSG00000273651	GOLGA8G	100132565	GOLGA8F
ENSG00000176782	DEFB104A	140596	DEFB104A
ENSG00000176782	DEFB104A	107984148	LOC107984148
ENSG00000049449	RCN1	440034	PAX6-AS1
ENSG00000049449	RCN1	5954	RCN1
ENSG00000275003	DDT	100037417	DDTL
ENSG00000275003	DDT	1652	DDT
ENSG00000229071	PRRT1	100507547	LOC100507547
ENSG00000229071	PRRT1	80863	PRRT1
ENSG00000160200	CBS	102724560	CBSL
ENSG00000160200	CBS	875	CBS
ENSG00000241779	RPP21	202658	TRIM39-RPP21
ENSG00000241779	RPP21	79897	RPP21
ENSG00000122512	PMS2	5395	PMS2
ENSG00000122512	PMS2	107984056	LOC107984056
ENSG00000231304	SGO1-AS1	101927829	LOC101927829
ENSG00000231304	SGO1-AS1	100874028	SGO1-AS1
ENSG00000183629	GOLGA8G	283768	GOLGA8G
ENSG00000183629	GOLGA8G	100132565	GOLGA8F
ENSG00000276297	AC138832.3	107987420	LOC107987420
ENSG00000276297	AC138832.3	107987434	LOC107987434
ENSG00000116685	KIAA2013	90231	KIAA2013
ENSG00000116685	KIAA2013	102724984	LOC102724984
ENSG00000277641	WNT3	101929777	LOC101929777
ENSG00000277641	WNT3	7473	WNT3
ENSG00000197302	ZNF720	124411	ZNF720
ENSG00000197302	ZNF720	107983990	LOC107983990
ENSG00000178882	RFLNA	144347	RFLNA
ENSG00000178882	RFLNA	100533183	ZNF664-RFLNA
ENSG00000278247	GOLGA6L1	283767	GOLGA6L1
ENSG00000278247	GOLGA6L1	102723623	LOC102723623
ENSG00000278961	SMIM34B	107983987	SMIM34B
ENSG00000278961	SMIM34B	388820	SMIM34A
ENSG00000272532	CYP2D6	1565	CYP2D6
ENSG00000272532	CYP2D6	107987478	LOC107987478
ENSG00000272532	CYP2D6	107987479	LOC107987479
ENSG00000105793	GTPBP10	85865	GTPBP10
ENSG00000105793	GTPBP10	101927446	LOC101927446
ENSG00000237298	TTN-AS1	101927055	LOC101927055
ENSG00000237298	TTN-AS1	100506866	TTN-AS1
ENSG00000172785	CBWD1	150472	CBWD2
ENSG00000172785	CBWD1	55871	CBWD1
ENSG00000183292	TISP43	150527	TISP43
ENSG00000183292	TISP43	646743	LOC646743
ENSG00000188681	TEKT4P2	100132288	TEKT4P2
ENSG00000188681	TEKT4P2	100233156	LOC100233156
ENSG00000223802	CERS1	10715	CERS1
ENSG00000223802	CERS1	2657	GDF1
ENSG00000278633	AC023491.2	107985583	LOC107985583
ENSG00000278633	AC023491.2	101929738	LOC101929738
ENSG00000278633	AC023491.2	102724151	LOC102724151
ENSG00000278232	CRHR1	104909134	LINC02210-CRHR1
ENSG00000278232	CRHR1	1394	CRHR1
ENSG00000274917	RNA5-8S5	100008587	RNA5-8SN5
ENSG00000274917	RNA5-8SN4	100008587	RNA5-8SN5
ENSG00000274917	RNA5-8SN3	109864274	RNA5-8SN4
ENSG00000274917	RNA5-8SN4	106632260	RNA5-8SN1
ENSG00000274917	RNA5-8SN1	106632260	RNA5-8SN1
ENSG00000274917	RNA5-8SN2	109864281	RNA5-8SN2
ENSG00000274917	RNA5-8SN5	106632260	RNA5-8SN1
ENSG00000274917	RNA5-8SN4	109864281	RNA5-8SN2
ENSG00000274917	RNA5-8SN1	100008587	RNA5-8SN5
ENSG00000274917	RNA5-8SN5	100008587	RNA5-8SN5
ENSG00000274917	RNA5-8SN1	109864274	RNA5-8SN4
ENSG00000274917	RNA5-8S4	109864281	RNA5-8SN2
ENSG00000274917	RNA5-8SN5	109864274	RNA5-8SN4
ENSG00000274917	RNA5-8S4	100008587	RNA5-8SN5
ENSG00000274917	RNA5-8S4	109910381	RNA5-8SN3
ENSG00000274917	RNA5-8SN4	109910381	RNA5-8SN3
ENSG00000274917	RNA5-8S4	106632260	RNA5-8SN1
ENSG00000274917	RNA5-8SN1	109910381	RNA5-8SN3
ENSG00000274917	RNA5-8SN3	100008587	RNA5-8SN5
ENSG00000274917	RNA5-8SN5	109910381	RNA5-8SN3
ENSG00000274917	RNA5-8S5	109864281	RNA5-8SN2
ENSG00000274917	RNA5-8SN4	109864274	RNA5-8SN4
ENSG00000274917	RNA5-8S4	109864274	RNA5-8SN4
ENSG00000274917	RNA5-8SN3	106632260	RNA5-8SN1
ENSG00000274917	RNA5-8SN3	109864281	RNA5-8SN2
ENSG00000274917	RNA5-8SN2	100008587	RNA5-8SN5
ENSG00000274917	RNA5-8SN1	109864281	RNA5-8SN2
ENSG00000274917	RNA5-8SN5	109864281	RNA5-8SN2
ENSG00000274917	RNA5-8S5	109864274	RNA5-8SN4
ENSG00000274917	RNA5-8SN2	109910381	RNA5-8SN3
ENSG00000274917	RNA5-8SN2	106632260	RNA5-8SN1
ENSG00000274917	RNA5-8S5	106632260	RNA5-8SN1
ENSG00000274917	RNA5-8S5	109910381	RNA5-8SN3
ENSG00000274917	RNA5-8SN3	109910381	RNA5-8SN3
ENSG00000274917	RNA5-8SN2	109864274	RNA5-8SN4
ENSG00000283569	MIR4773-2	100616418	MIR4773-2
ENSG00000283569	MIR4773-1	100616418	MIR4773-2
ENSG00000283569	MIR4773-2	100616392	MIR4773-1
ENSG00000283569	MIR4773-1	100616392	MIR4773-1
ENSG00000279132	FAM231C	100996741	LOC100996741
ENSG00000279132	FAM231C	729587	FAM231C
ENSG00000279132	FAM231C	644634	FAM231D
ENSG00000279132	FAM231C	102723383	FAM231A
ENSG00000266328	MIR4536-2	100847061	MIR4536-2
ENSG00000266328	MIR4536-1	100616155	MIR4536-1
ENSG00000266328	MIR4536-1	100847061	MIR4536-2
ENSG00000266328	MIR4536-2	100616155	MIR4536-1
ENSG00000277983	AC244489.2	101059953	NPIPA8
ENSG00000277983	AC244489.2	101059938	NPIPA7
ENSG00000207573	MIR550A2	100500830	MIR550B2
ENSG00000207573	MIR550A2	693134	MIR550A2
ENSG00000278189	RNA5-8S5	100008587	RNA5-8SN5
ENSG00000278189	RNA5-8SN4	100008587	RNA5-8SN5
ENSG00000278189	RNA5-8SN3	109864274	RNA5-8SN4
ENSG00000278189	RNA5-8SN4	106632260	RNA5-8SN1
ENSG00000278189	RNA5-8SN1	106632260	RNA5-8SN1
ENSG00000278189	RNA5-8SN2	109864281	RNA5-8SN2
ENSG00000278189	RNA5-8SN5	106632260	RNA5-8SN1
ENSG00000278189	RNA5-8SN4	109864281	RNA5-8SN2
ENSG00000278189	RNA5-8SN1	100008587	RNA5-8SN5
ENSG00000278189	RNA5-8SN5	100008587	RNA5-8SN5
ENSG00000278189	RNA5-8SN1	109864274	RNA5-8SN4
ENSG00000278189	RNA5-8S4	109864281	RNA5-8SN2
ENSG00000278189	RNA5-8SN5	109864274	RNA5-8SN4
ENSG00000278189	RNA5-8S4	100008587	RNA5-8SN5
ENSG00000278189	RNA5-8S4	109910381	RNA5-8SN3
ENSG00000278189	RNA5-8SN4	109910381	RNA5-8SN3
ENSG00000278189	RNA5-8S4	106632260	RNA5-8SN1
ENSG00000278189	RNA5-8SN1	109910381	RNA5-8SN3
