Gene stable ID	HGNC symbol	Gene name	NCBI gene ID
ENSG00000120458	MSANTD2	MSANTD2	79684
ENSG00000206268	NELFE	NELFE	7936
ENSG00000171790	SLFNL1	SLFNL1	200172
ENSG00000042832	TG	TG	7038
ENSG00000213413	PVRIG	PVRIG	79037
ENSG00000115073	ACTR1B	ACTR1B	10120
ENSG00000078725	BRINP1	BRINP1	1620
ENSG00000108759	KRT32	KRT32	3882
ENSG00000119640	ACYP1	ACYP1	97
ENSG00000077080	ACTL6B	ACTL6B	51412
ENSG00000225166		AC012462.1	102724849
ENSG00000283314	LINC02357	LINC02357	105374540
ENSG00000147679	UTP23	UTP23	84294
ENSG00000196243	LINC00615	LINC00615	439916
ENSG00000238266	LINC00707	LINC00707	100507127
ENSG00000197106	SLC6A17	SLC6A17	388662
ENSG00000254333	NDST1-AS1	NDST1-AS1	102546298
ENSG00000154310	TNIK	TNIK	23043
ENSG00000106330	MOSPD3	MOSPD3	64598
ENSG00000168958	MFF	MFF	56947
ENSG00000119630	PGF	PGF	5228
ENSG00000113522	RAD50	RAD50	10111
ENSG00000100359	SGSM3	SGSM3	27352
ENSG00000166173	LARP6	LARP6	55323
ENSG00000164091	WDR82	WDR82	80335
ENSG00000196511	TPK1	TPK1	27010
ENSG00000251027	LINC01950	LINC01950	102467213
ENSG00000235125	NFKBIL1	NFKBIL1	4795
ENSG00000198674	OR10G6	OR10G6	79490
ENSG00000170689	HOXB9	HOXB9	3219
ENSG00000225830	ERCC6	ERCC6	2074
ENSG00000225830	ERCC6	ERCC6	267004
ENSG00000197503	LINC00477	LINC00477	144360
ENSG00000079257	LXN	LXN	56925
ENSG00000168175	MAPK1IP1L	MAPK1IP1L	93487
ENSG00000185591	SP1	SP1	6667
ENSG00000123607	TTC21B	TTC21B	79809
ENSG00000116133	DHCR24	DHCR24	1718
ENSG00000225247	OR12D2	OR12D2	26529
ENSG00000205913	SRRM2-AS1	SRRM2-AS1	100128788
ENSG00000251175		AC008243.1	101929529
ENSG00000238033		AC002480.4	401312
ENSG00000109381	ELF2	ELF2	1998
ENSG00000181450	ZNF678	ZNF678	339500
ENSG00000103363	ELOB	ELOB	6923
ENSG00000187091	PLCD1	PLCD1	5333
ENSG00000181867	FTMT	FTMT	94033
ENSG00000148337	CIZ1	CIZ1	25792
ENSG00000227639	OR2W1	OR2W1	26692
ENSG00000157765	SLC34A2	SLC34A2	10568
ENSG00000251372	LINC00499	LINC00499	100874047
ENSG00000168264	IRF2BP2	IRF2BP2	359948
ENSG00000177023	DEFB104B	DEFB104B	503618
ENSG00000177023	DEFB104B	DEFB104B	107984148
ENSG00000224939	LINC00184	LINC00184	100302691
ENSG00000226832	OR2B3	OR2B3	442184
ENSG00000125968	ID1	ID1	3397
ENSG00000235632	OR2J1	OR2J1	442185
ENSG00000067141	NEO1	NEO1	4756
ENSG00000233618	OR2J3	OR2J3	442186
ENSG00000149428	HYOU1	HYOU1	10525
ENSG00000231617	DAXX	DAXX	1616
ENSG00000131055	COX4I2	COX4I2	84701
ENSG00000151304	SRFBP1	SRFBP1	153443
ENSG00000163125	RPRD2	RPRD2	23248
ENSG00000100722	ZC3H14	ZC3H14	79882
ENSG00000277278	HERC2	HERC2	8924
ENSG00000163377	FAM19A4	FAM19A4	151647
ENSG00000113083	LOX	LOX	4015
ENSG00000203910	C1orf146	C1orf146	388649
ENSG00000103507	BCKDK	BCKDK	10295
ENSG00000103740	ACSBG1	ACSBG1	23205
ENSG00000205423	CNEP1R1	CNEP1R1	255919
ENSG00000167136	ENDOG	ENDOG	2021
ENSG00000196363	WDR5	WDR5	11091
ENSG00000140481	CCDC33	CCDC33	80125
ENSG00000168280	KIF5C	KIF5C	3800
ENSG00000198917	SPOUT1	SPOUT1	51490
ENSG00000135070	ISCA1	ISCA1	81689
ENSG00000181396	OGFOD3	OGFOD3	79701
ENSG00000226000	OR2J2	OR2J2	26707
ENSG00000278873		PRO1804	100133319
ENSG00000070388	FGF22	FGF22	27006
ENSG00000237046	TRIM40	TRIM40	135644
ENSG00000139117	CPNE8	CPNE8	144402
ENSG00000187082	DEFB106B	DEFB106B	503841
ENSG00000228044		AL160408.1	101927787
ENSG00000205464	ATP6AP1L	ATP6AP1L	92270
ENSG00000234623	MOG	MOG	4340
ENSG00000147174	GCNA	GCNA	93953
ENSG00000108984	MAP2K6	MAP2K6	5608
ENSG00000166689	PLEKHA7	PLEKHA7	144100
ENSG00000168743	NPNT	NPNT	255743
ENSG00000231129	ABCF1	ABCF1	23
ENSG00000119689	DLST	DLST	1743
ENSG00000082497	SERTAD4	SERTAD4	56256
ENSG00000069764	PLA2G10	PLA2G10	8399
ENSG00000257594	GALNT4	GALNT4	8693
ENSG00000259075	POC1B-GALNT4	POC1B-GALNT4	100528030
ENSG00000234058	PPP1R11	PPP1R11	6992
ENSG00000137868	STRA6	STRA6	64220
ENSG00000280021	OR51F1	OR51F1	256892
ENSG00000176922	OR51S1	OR51S1	119692
ENSG00000144043	TEX261	TEX261	113419
ENSG00000151014	NOCT	NOCT	25819
ENSG00000204889	KRT40	KRT40	125115
ENSG00000123064	DDX54	DDX54	79039
ENSG00000249885	ARHGEF38-IT1	ARHGEF38-IT1	100874374
ENSG00000281376	ABALON	ABALON	103021294
ENSG00000175110	MRPS22	MRPS22	56945
ENSG00000032219	ARID4A	ARID4A	5926
ENSG00000171987	C11orf40	C11orf40	143501
ENSG00000223478		AL441992.1	100506100
ENSG00000197790	OR52M1	OR52M1	119772
ENSG00000197989	SNHG12	SNHG12	85028
ENSG00000103569	AQP9	AQP9	366
ENSG00000185347	TEDC1	TEDC1	283643
ENSG00000214188	ST7-OT4	ST7-OT4	338069
ENSG00000186395	KRT10	KRT10	3858
ENSG00000227199	ST7-AS1	ST7-AS1	93653
ENSG00000051382	PIK3CB	PIK3CB	5291
ENSG00000278710	KIR3DL2	KIR3DL2	3812
ENSG00000225868		AC016582.1	100631378
ENSG00000167378	IRGQ	IRGQ	126298
ENSG00000251652		AC092535.3	105374344
ENSG00000235438	ESRRAP2	ESRRAP2	105370105
ENSG00000009790	TRAF3IP3	TRAF3IP3	80342
ENSG00000175535	PNLIP	PNLIP	5406
ENSG00000105258	POLR2I	POLR2I	5438
ENSG00000178053	MLF1	MLF1	4291
ENSG00000131747	TOP2A	TOP2A	7153
ENSG00000131469	RPL27	RPL27	6155
ENSG00000104936	DMPK	DMPK	1760
ENSG00000265666	RARA-AS1	RARA-AS1	101929693
ENSG00000172301	COPRS	COPRS	55352
ENSG00000163346	PBXIP1	PBXIP1	57326
ENSG00000157303	SUSD3	SUSD3	203328
ENSG00000248483	POU5F2	POU5F2	134187
ENSG00000259895		AC106820.2	729652
ENSG00000215117	LINC00588	LINC00588	26138
ENSG00000253614		AC025674.2	286177
ENSG00000131759	RARA	RARA	5914
ENSG00000177383	MAGEF1	MAGEF1	64110
ENSG00000109220	CHIC2	CHIC2	26511
ENSG00000144199	FAHD2B	FAHD2B	151313
ENSG00000167766	ZNF83	ZNF83	55769
ENSG00000148136	OR13C4	OR13C4	138804
ENSG00000129682	FGF13	FGF13	2258
ENSG00000205838	TTC23L	TTC23L	153657
ENSG00000104064	GABPB1	GABPB1	2553
ENSG00000104064	GABPB1	GABPB1	55056
ENSG00000137760	ALKBH8	ALKBH8	91801
ENSG00000185513	L3MBTL1	L3MBTL1	26013
ENSG00000054179	ENTPD2	ENTPD2	954
ENSG00000198718	TOGARAM1	TOGARAM1	23116
ENSG00000082641	NFE2L1	NFE2L1	4779
ENSG00000214174	AMZ2P1	AMZ2P1	201283
ENSG00000102575	ACP5	ACP5	54
ENSG00000189013	KIR2DL4	KIR2DL4	3805
ENSG00000049130	KITLG	KITLG	4254
ENSG00000256659	LINC02368	LINC02368	101927694
ENSG00000167395	ZNF646	ZNF646	9726
ENSG00000105516	DBP	DBP	1628
ENSG00000221836	OR2A5	OR2A5	393046
ENSG00000140743	CDR2	CDR2	1039
ENSG00000140743	CDR2	CDR2	101060399
ENSG00000156925	ZIC3	ZIC3	7547
ENSG00000227508	LINC01624	LINC01624	401289
ENSG00000230960		AL109910.1	154449
ENSG00000158480	SPATA2	SPATA2	9825
ENSG00000280639	LINC02204	LINC02204	101929151
ENSG00000163577	EIF5A2	EIF5A2	56648
ENSG00000120896	SORBS3	SORBS3	10174
ENSG00000107165	TYRP1	TYRP1	7306
ENSG00000147133	TAF1	TAF1	6872
ENSG00000183309	ZNF623	ZNF623	9831
ENSG00000174456	C12orf76	C12orf76	400073
ENSG00000070831	CDC42	CDC42	998
ENSG00000105695	MAG	MAG	4099
ENSG00000005243	COPZ2	COPZ2	51226
ENSG00000165209	STRBP	STRBP	55342
ENSG00000273859	RASSF7	RASSF7	8045
ENSG00000175202	HIGD2B	HIGD2B	123346
ENSG00000183155	RABIF	RABIF	5877
ENSG00000118263	KLF7	KLF7	8609
ENSG00000186118	TEX38	TEX38	374973
ENSG00000177257	DEFB4B	DEFB4B	100289462
ENSG00000173915	USMG5	USMG5	84833
ENSG00000007545	CRAMP1	CRAMP1	57585
ENSG00000196739	COL27A1	COL27A1	85301
ENSG00000127325	BEST3	BEST3	144453
ENSG00000236242	MYO16-AS1	MYO16-AS1	100885782
ENSG00000223959	AFG3L1P	AFG3L1P	172
ENSG00000269959	SPACA6P-AS	SPACA6P-AS	102238594
ENSG00000103021	CCDC113	CCDC113	29070
ENSG00000148798	INA	INA	9118
ENSG00000183111	ARHGEF37	ARHGEF37	389337
ENSG00000146386	ABRACL	ABRACL	58527
ENSG00000233922	LINC01694	LINC01694	105372840
ENSG00000261286	ATP2C2-AS1	ATP2C2-AS1	105371374
ENSG00000183423	LRIT3	LRIT3	345193
ENSG00000186260	MKL2	MKL2	57496
ENSG00000187140	FOXD3	FOXD3	27022
ENSG00000148925	BTBD10	BTBD10	84280
ENSG00000105976	MET	MET	4233
ENSG00000171448	ZBTB26	ZBTB26	57684
ENSG00000188086	PRSS45	PRSS45	377047
ENSG00000186130	ZBTB6	ZBTB6	10773
ENSG00000141446	ESCO1	ESCO1	114799
ENSG00000145287	PLAC8	PLAC8	51316
ENSG00000234479	AP1B1P1	AP1B1P1	23782
ENSG00000104880	ARHGEF18	ARHGEF18	23370
ENSG00000248933	USP17L22	USP17L22	100287513
ENSG00000141384	TAF4B	TAF4B	6875
ENSG00000107816	LZTS2	LZTS2	84445
ENSG00000164080	RAD54L2	RAD54L2	23132
ENSG00000115107	STEAP3	STEAP3	55240
ENSG00000184389	A3GALT2	A3GALT2	127550
ENSG00000182253	SYNM	SYNM	23336
ENSG00000239827	SUGT1P3	SUGT1P3	283507
ENSG00000131620	ANO1	ANO1	55107
ENSG00000140443	IGF1R	IGF1R	3480
ENSG00000171459	OR1L6	OR1L6	392390
ENSG00000137200	CMTR1	CMTR1	23070
ENSG00000158716	DUSP23	DUSP23	54935
ENSG00000187942	LDLRAD2	LDLRAD2	401944
ENSG00000198931	APRT	APRT	353
ENSG00000282419	TEX13D	TEX13D	100132015
ENSG00000145506	NKD2	NKD2	85409
ENSG00000123349	PFDN5	PFDN5	5204
ENSG00000140391	TSPAN3	TSPAN3	10099
ENSG00000167822	OR8J3	OR8J3	81168
ENSG00000067900	ROCK1	ROCK1	6093
ENSG00000152213	ARL11	ARL11	115761
ENSG00000130544	ZNF557	ZNF557	79230
ENSG00000204287	HLA-DRA	HLA-DRA	3122
ENSG00000176230	OR4K17	OR4K17	390436
ENSG00000103269	RHBDL1	RHBDL1	9028
ENSG00000276397	LINC01879	LINC01879	400661
ENSG00000275786	KIR3DL1	KIR3DL1	3811
ENSG00000120800	UTP20	UTP20	27340
ENSG00000197594	ENPP1	ENPP1	5167
ENSG00000274523	RCC1L	RCC1L	81554
ENSG00000140450	ARRDC4	ARRDC4	91947
ENSG00000198231	DDX42	DDX42	11325
ENSG00000274070	CASTOR2	CASTOR2	729438
ENSG00000204703	OR2B3	OR2B3	442184
ENSG00000117448	AKR1A1	AKR1A1	10327
ENSG00000088538	DOCK3	DOCK3	1795
ENSG00000186510	CLCNKA	CLCNKA	1187
ENSG00000043591	ADRB1	ADRB1	153
ENSG00000251692	PTX4	PTX4	390667
ENSG00000170417	TMEM182	TMEM182	130827
ENSG00000122696	SLC25A51	SLC25A51	92014
ENSG00000078140	UBE2K	UBE2K	3093
ENSG00000206187	LINC02346	LINC02346	100128714
ENSG00000118513	MYB	MYB	4602
ENSG00000170962	PDGFD	PDGFD	80310
ENSG00000170967	DDI1	DDI1	414301
ENSG00000164924	YWHAZ	YWHAZ	7534
ENSG00000147155	EBP	EBP	10682
ENSG00000204130	RUFY2	RUFY2	55680
ENSG00000188735	TMEM120B	TMEM120B	144404
ENSG00000069956	MAPK6	MAPK6	5597
ENSG00000198933	TBKBP1	TBKBP1	9755
ENSG00000080819	CPOX	CPOX	1371
ENSG00000237638	LINC02245	LINC02245	400958
ENSG00000143751	SDE2	SDE2	163859
ENSG00000129295	LRRC6	LRRC6	23639
ENSG00000205981	DNAJC19	DNAJC19	131118
ENSG00000076650	GPATCH1	GPATCH1	55094
ENSG00000206206	DAXX	DAXX	1616
ENSG00000197124	ZNF682	ZNF682	91120
ENSG00000048991	R3HDM1	R3HDM1	23518
ENSG00000137563	GGH	GGH	8836
ENSG00000126251	GPR42	GPR42	2866
ENSG00000233694	LINC02579	LINC02579	339807
ENSG00000215483	LINC00598	LINC00598	400123
ENSG00000215483	LINC00598	LINC00598	646982
ENSG00000077800	FKBP6	FKBP6	8468
ENSG00000139714	MORN3	MORN3	283385
ENSG00000124783	SSR1	SSR1	6745
ENSG00000163041	H3F3A	H3F3A	3020
ENSG00000146857	STRA8	STRA8	346673
ENSG00000180011	ZADH2	ZADH2	284273
ENSG00000177558	FAM187B	FAM187B	148109
ENSG00000170128	GPR25	GPR25	2848
ENSG00000167703	SLC43A2	SLC43A2	124935
ENSG00000165702	GFI1B	GFI1B	8328
ENSG00000200612	SNORD114-25	SNORD114-25	767605
ENSG00000284410	MIR6733	MIR6733	102465439
ENSG00000275384	TARM1	TARM1	441864
ENSG00000277610	RNVU1-4	RNVU1-4	101954264
ENSG00000277610	RNVU1-4	RNVU1-4	101954268
ENSG00000284107	MIR19B2	MIR19B2	406981
ENSG00000238793	SNORD124	SNORD124	101340251
ENSG00000265986	MIR4735	MIR4735	100616363
ENSG00000280908	PADI4	PADI4	23569
ENSG00000208883	SNORD96B	SNORD96B	692226
ENSG00000283612	MIR103B1	MIR103B1	100302238
ENSG00000264390	MIR4465	MIR4465	100616180
ENSG00000207980	MIR23A	MIR23A	407010
ENSG00000278322	MBOAT7	MBOAT7	79143
ENSG00000265538	MIR4421	MIR4421	100616189
ENSG00000265607	SNORD84	SNORD84	692199
ENSG00000274998	SNORA17A	SNORA17A	677804
ENSG00000265732	SNORD48	SNORD48	26801
ENSG00000263785	MIR3182	MIR3182	100422853
ENSG00000207589	MIR508	MIR508	574513
ENSG00000212498	SNORD86	SNORD86	692201
ENSG00000221238	MIR1285-2	MIR1285-2	100302268
ENSG00000274025	MIR3670-4	MIR3670-4	103504740
ENSG00000201689	SNORD114-29	SNORD114-29	767610
ENSG00000221459	SNORA11C	SNORA11C	100124540
ENSG00000265641	MIR3929	MIR3929	100500864
ENSG00000283645	MIR5583-2	MIR5583-2	100846997
ENSG00000207711	MIR525	MIR525	574470
ENSG00000199122	MIR148B	MIR148B	442892
ENSG00000207971	MIR125B1	MIR125B1	406911
ENSG00000210741	MIR196A1	MIR196A1	406972
ENSG00000265673	MIR4508	MIR4508	100616275
ENSG00000221184	MIR1254-1	MIR1254-1	100302273
ENSG00000280584	OBP2B	OBP2B	29989
ENSG00000265135	MIR5687	MIR5687	100847019
ENSG00000199025	MIR369	MIR369	442914
ENSG00000283682	MIR548AH	MIR548AH	100616254
ENSG00000264583	MIR4487	MIR4487	100616222
ENSG00000176928	GCNT4	GCNT4	51301
ENSG00000270049		AC009061.2	101927837
ENSG00000223597	LINC02142	LINC02142	105374644
ENSG00000256618	MTRNR2L1	MTRNR2L1	100462977
ENSG00000266979	LINC01180	LINC01180	101927017
ENSG00000180340	FZD2	FZD2	2535
ENSG00000182218	HHIPL1	HHIPL1	84439
ENSG00000229981	LINC01435	LINC01435	103695365
ENSG00000213523	SRA1	SRA1	10011
ENSG00000225663	MCRIP1	MCRIP1	348262
ENSG00000183775	KCTD16	KCTD16	57528
ENSG00000130711	PRDM12	PRDM12	59335
ENSG00000215644	GCGR	GCGR	2642
ENSG00000145817	YIPF5	YIPF5	81555
ENSG00000149294	NCAM1	NCAM1	4684
ENSG00000183048	SLC25A10	SLC25A10	1468
ENSG00000185829	ARL17A	ARL17A	51326
ENSG00000185829	ARL17A	ARL17A	100506084
ENSG00000238083	LRRC37A2	LRRC37A2	474170
ENSG00000158497	HMHB1	HMHB1	57824
ENSG00000214087	ARL16	ARL16	339231
ENSG00000255484		AP003063.2	387810
ENSG00000250303		AP002884.3	283140
ENSG00000185298	CCDC137	CCDC137	339230
ENSG00000204237	OXLD1	OXLD1	339229
ENSG00000185527	PDE6G	PDE6G	5148
ENSG00000251143		AP002490.1	100128494
ENSG00000182446	NPLOC4	NPLOC4	55666
ENSG00000150787	PTS	PTS	5805
ENSG00000268472		AP002884.6	100132686
ENSG00000233098	CCDC144NL-AS1	CCDC144NL-AS1	339260
ENSG00000233098	CCDC144NL-AS1	CCDC144NL-AS1	440416
ENSG00000233098	CCDC144NL-AS1	CCDC144NL-AS1	105369205
ENSG00000205212	CCDC144NL	CCDC144NL	339184
ENSG00000124422	USP22	USP22	23326
ENSG00000145741	BTF3	BTF3	689
ENSG00000108312	UBTF	UBTF	7343
ENSG00000130707	ASS1	ASS1	445
ENSG00000185332	TMEM105	TMEM105	284186
ENSG00000087152	ATXN7L3	ATXN7L3	56970
ENSG00000251493	FOXD1	FOXD1	2297
ENSG00000165059	PRKACG	PRKACG	5568
ENSG00000161664	ASB16	ASB16	92591
ENSG00000165506	DNAAF2	DNAAF2	55172
ENSG00000175866	BAIAP2	BAIAP2	10458
ENSG00000258979	LINC02299	LINC02299	105370646
ENSG00000261924		AC127496.1	400627
ENSG00000173821	RNF213	RNF213	57674
ENSG00000133063	CHIT1	CHIT1	1118
ENSG00000196979		AL360004.1	401554
ENSG00000181778	TMEM252	TMEM252	169693
ENSG00000156603	MED19	MED19	219541
ENSG00000156599	ZDHHC5	ZDHHC5	25921
ENSG00000216921		AC131097.2	285095
ENSG00000065618	COL17A1	COL17A1	1308
ENSG00000164180	TMEM161B	TMEM161B	153396
ENSG00000141543	EIF4A3	EIF4A3	9775
ENSG00000122180	MYOG	MYOG	4656
ENSG00000267519		AC020916.1	284454
ENSG00000167291	TBC1D16	TBC1D16	125058
ENSG00000182156	ENPP7	ENPP7	339221
ENSG00000123610	TNFAIP6	TNFAIP6	7130
ENSG00000130045	NXNL2	NXNL2	158046
ENSG00000166126	AMN	AMN	81693
ENSG00000162777	DENND2D	DENND2D	79961
ENSG00000035862	TIMP2	TIMP2	7077
ENSG00000164576	SAP30L	SAP30L	79685
ENSG00000070190	DAPP1	DAPP1	27071
ENSG00000176358	TAC4	TAC4	255061
ENSG00000165124	SVEP1	SVEP1	79987
ENSG00000157353	FUK	FUK	197258
ENSG00000119285	HEATR1	HEATR1	55127
ENSG00000142528	ZNF473	ZNF473	25888
ENSG00000204282	TNRC6C-AS1	TNRC6C-AS1	100131096
ENSG00000249073	WSPAR	WSPAR	105664404
ENSG00000216588	IGSF23	IGSF23	147710
ENSG00000152818	UTRN	UTRN	7402
ENSG00000070367	EXOC5	EXOC5	10640
ENSG00000223953	C1QTNF5	C1QTNF5	114902
ENSG00000248844		AP003555.1	101928443
ENSG00000225623	AGBL4-IT1	AGBL4-IT1	100874313
ENSG00000110092	CCND1	CCND1	595
ENSG00000249484	LINC01470	LINC01470	101927134
ENSG00000100744	GSKIP	GSKIP	51527
ENSG00000253469		AC091819.1	101927908
ENSG00000247240	UBL7-AS1	UBL7-AS1	440288
ENSG00000241956		AC109466.1	102546299
ENSG00000127804	METTL16	METTL16	79066
ENSG00000182197	EXT1	EXT1	2131
ENSG00000152611	CAPSL	CAPSL	133690
ENSG00000267065	LINC02080	LINC02080	101928514
ENSG00000183578	TNFAIP8L3	TNFAIP8L3	388121
ENSG00000233904	HLA-E	HLA-E	3133
ENSG00000183011	NAA38	NAA38	84316
ENSG00000142405	NLRP12	NLRP12	91662
ENSG00000177807	KCNJ10	KCNJ10	3766
ENSG00000176244	ACBD7	ACBD7	414149
ENSG00000152492	CCDC50	CCDC50	152137
ENSG00000163904	SENP2	SENP2	59343
ENSG00000273502	KIR3DL3	KIR3DL3	115653
ENSG00000165119	HNRNPK	HNRNPK	3190
ENSG00000260230	FRRS1L	FRRS1L	23732
ENSG00000095261	PSMD5	PSMD5	5711
ENSG00000231502	LSM2	LSM2	57819
ENSG00000161542	PRPSAP1	PRPSAP1	5635
ENSG00000160472	TMEM190	TMEM190	147744
ENSG00000129646	QRICH2	QRICH2	84074
ENSG00000262074	SNORD3B-2	SNORD3B-2	780852
ENSG00000172367	PDZD3	PDZD3	79849
ENSG00000180043	FAM71E2	FAM71E2	284418
ENSG00000224496	TRIM40	TRIM40	135644
ENSG00000007306	CEACAM7	CEACAM7	1087
ENSG00000183908	LRRC55	LRRC55	219527
ENSG00000085999	RAD54L	RAD54L	8438
ENSG00000140807	NKD1	NKD1	85407
ENSG00000111799	COL12A1	COL12A1	1303
ENSG00000175984	DENND2C	DENND2C	163259
ENSG00000270751	FBXW7-AS1	FBXW7-AS1	102191832
ENSG00000171204	TMEM126B	TMEM126B	55863
ENSG00000250062		AC104827.1	101929064
ENSG00000271303	SRXN1	SRXN1	140809
ENSG00000248144	ADH1C	ADH1C	126
ENSG00000276395	KIR2DS4	KIR2DS4	3809
ENSG00000165061	ZMAT4	ZMAT4	79698
ENSG00000250506	CDK3	CDK3	1018
ENSG00000088451	TGDS	TGDS	23483
ENSG00000123901	GPR83	GPR83	10888
ENSG00000182013	PNMA8A	PNMA8A	55228
ENSG00000165959	CLMN	CLMN	79789
ENSG00000263002	ZNF234	ZNF234	10780
ENSG00000183914	DNAH2	DNAH2	146754
ENSG00000267121		AC008105.3	339192
ENSG00000204381	LAYN	LAYN	143903
ENSG00000275566	KIR3DL2	KIR3DL2	3812
ENSG00000274707		GU182343.2	553128
ENSG00000167130	DOLPP1	DOLPP1	57171
ENSG00000092929	UNC13D	UNC13D	201294
ENSG00000184343	SRPK3	SRPK3	26576
ENSG00000132434	LANCL2	LANCL2	55915
ENSG00000272886	DCP1A	DCP1A	55802
ENSG00000214290	COLCA2	COLCA2	120376
ENSG00000173744	AGFG1	AGFG1	3267
ENSG00000187758	ADH1A	ADH1A	124
ENSG00000259120	SMIM6	SMIM6	100130933
ENSG00000102837	OLFM4	OLFM4	10562
ENSG00000267041	ZNF850	ZNF850	342892
ENSG00000082269	FAM135A	FAM135A	57579
ENSG00000115963	RND3	RND3	390
ENSG00000148057	IDNK	IDNK	414328
ENSG00000133937	GSC	GSC	145258
ENSG00000182712	CMC4	CMC4	100272147
ENSG00000164299	SPZ1	SPZ1	84654
ENSG00000102786	INTS6	INTS6	26512
ENSG00000113532	ST8SIA4	ST8SIA4	7903
ENSG00000154099	DNAAF1	DNAAF1	123872
ENSG00000166928	MS4A14	MS4A14	84689
ENSG00000282067	MAPT-AS1	MAPT-AS1	100128977
ENSG00000213859	KCTD11	KCTD11	147040
ENSG00000175591	P2RY2	P2RY2	5029
ENSG00000232382	OR5K1	OR5K1	26339
ENSG00000105849	TWISTNB	TWISTNB	221830
ENSG00000108010	GLRX3	GLRX3	10539
ENSG00000163071	SPATA18	SPATA18	132671
ENSG00000239704	CDRT4	CDRT4	284040
ENSG00000203734	ECT2L	ECT2L	345930
ENSG00000228106		AL392172.1	102724017
ENSG00000259024	TVP23C-CDRT4	TVP23C-CDRT4	100533496
ENSG00000179603	GRM8	GRM8	2918
ENSG00000172236	TPSAB1	TPSAB1	7177
ENSG00000114853	ZBTB47	ZBTB47	92999
ENSG00000064726	BTBD1	BTBD1	53339
ENSG00000023902	PLEKHO1	PLEKHO1	51177
ENSG00000147853	AK3	AK3	50808
ENSG00000258986	TMEM179	TMEM179	388021
ENSG00000117155	SSX2IP	SSX2IP	117178
ENSG00000236490	TAPBP	TAPBP	6892
ENSG00000169894	MUC3A	MUC3A	4584
ENSG00000184601	C14orf180	C14orf180	400258
ENSG00000228013	IL6R-AS1	IL6R-AS1	101928101
ENSG00000146247	PHIP	PHIP	55023
ENSG00000085063	CD59	CD59	966
ENSG00000132744	ACY3	ACY3	91703
ENSG00000255145	STX17-AS1	STX17-AS1	441461
ENSG00000196531	NACA	NACA	4666
ENSG00000124467	PSG8	PSG8	440533
ENSG00000051620	HEBP2	HEBP2	23593
ENSG00000107957	SH3PXD2A	SH3PXD2A	9644
ENSG00000186340	THBS2	THBS2	7058
ENSG00000188620	HMX3	HMX3	340784
ENSG00000143515	ATP8B2	ATP8B2	57198
ENSG00000105499	PLA2G4C	PLA2G4C	8605
ENSG00000178934	LGALS7B	LGALS7B	3963
ENSG00000178934	LGALS7B	LGALS7B	653499
ENSG00000080573	COL5A3	COL5A3	50509
ENSG00000172421	EFCAB3	EFCAB3	146779
ENSG00000134748	PRPF38A	PRPF38A	84950
ENSG00000065526	SPEN	SPEN	23013
ENSG00000179921	GPBAR1	GPBAR1	151306
ENSG00000242711	PSMB9	PSMB9	5698
ENSG00000237790	LINC01318	LINC01318	106144585
ENSG00000151474	FRMD4A	FRMD4A	55691
ENSG00000167972	ABCA3	ABCA3	21
ENSG00000183655	KLHL25	KLHL25	64410
ENSG00000150967	ABCB9	ABCB9	23457
ENSG00000179142	CYP11B2	CYP11B2	1585
ENSG00000185022	MAFF	MAFF	23764
ENSG00000119411	BSPRY	BSPRY	54836
ENSG00000116824	CD2	CD2	914
ENSG00000160097	FNDC5	FNDC5	252995
ENSG00000170484	KRT74	KRT74	121391
ENSG00000049239	H6PD	H6PD	9563
ENSG00000164825	DEFB1	DEFB1	1672
ENSG00000175166	PSMD2	PSMD2	5708
ENSG00000232995		RGS5	8490
ENSG00000062725	APPBP2	APPBP2	10513
ENSG00000034239	EFCAB1	EFCAB1	79645
ENSG00000156097	GPR61	GPR61	83873
ENSG00000169067	ACTBL2	ACTBL2	345651
ENSG00000235155	B3GALT4	B3GALT4	8705
ENSG00000261231	LINC02133	LINC02133	101927132
ENSG00000186766	FOXI2	FOXI2	399823
ENSG00000204172	AGAP9	AGAP9	642517
ENSG00000268307	LINC02560	LINC02560	110806301
ENSG00000107263	RAPGEF1	RAPGEF1	2889
ENSG00000269855	RNF225	RNF225	646862
ENSG00000183495	EP400	EP400	57634
ENSG00000170832	USP32	USP32	84669
ENSG00000175564	UCP3	UCP3	7352
ENSG00000225742	LINC02036	LINC02036	100505920
ENSG00000229058	AGER	AGER	177
ENSG00000253955		AC008663.2	285593
ENSG00000275356	C7orf77	C7orf77	154872
ENSG00000167754	KLK5	KLK5	25818
ENSG00000197061	HIST1H4C	HIST1H4C	8364
ENSG00000116497	S100PBP	S100PBP	64766
ENSG00000138115	CYP2C8	CYP2C8	1558
ENSG00000249437	NAIP	NAIP	4671
ENSG00000243323	PTPRVP	PTPRVP	148713
ENSG00000107223	EDF1	EDF1	8721
ENSG00000136444	RSAD1	RSAD1	55316
ENSG00000241155	ARHGAP31-AS1	ARHGAP31-AS1	100874246
ENSG00000256172	LINC02420	LINC02420	102724433
ENSG00000276410	HIST1H2BB	HIST1H2BB	3018
ENSG00000278705	HIST1H4B	HIST1H4B	8366
ENSG00000154027	AK5	AK5	26289
ENSG00000228391		AC011995.1	101927534
ENSG00000136868	SLC31A1	SLC31A1	1317
ENSG00000184471	C1QTNF8	C1QTNF8	390664
