hgnc_id	symbol	name	locus_group	locus_type	status	location	location_sortable	alias_symbol	alias_name	prev_symbol	prev_name	gene_family	gene_family_id	date_approved_reserved	date_symbol_changed	date_name_changed	date_modified	entrez_id	ensembl_gene_id	vega_id	ucsc_id	ena	refseq_accession	ccds_id	uniprot_ids	pubmed_id	mgd_id	rgd_id	lsdb	cosmic	omim_id	mirbase	homeodb	snornabase	bioparadigms_slc	orphanet	pseudogene.org	horde_id	merops	imgt	iuphar	kznf_gene_catalog	mamit-trnadb	cd	lncrnadb	enzyme_id	intermediate_filament_db	rna_central_ids
HGNC:52502	LINC01715	long intergenic non-protein coding RNA 1715	non-coding RNA	RNA, long non-coding	Approved	1p35.3	01p35.3							2016-11-08			2016-11-08	105378616	ENSG00000229388	OTTHUMG00000003649			NR_146730																									URS0000BC450F
HGNC:52503	LINC01716	long intergenic non-protein coding RNA 1716	non-coding RNA	RNA, long non-coding	Approved	20q13.31	20q13.31							2016-11-08			2017-06-21	105372682	ENSG00000225657	OTTHUMG00000032803			NR_136537																									URS0000355371
HGNC:52504	LINC01717	long intergenic non-protein coding RNA 1717	non-coding RNA	RNA, long non-coding	Approved	1q32.2	01q32.2							2016-11-08			2016-11-08	105372893	ENSG00000232812	OTTHUMG00000036136			NR_146914																									URS0000266780
HGNC:52505	LINC01718	long intergenic non-protein coding RNA 1718	non-coding RNA	RNA, long non-coding	Approved	20q13.33	20q13.33							2016-11-08			2017-06-21	100506470	ENSG00000229606	OTTHUMG00000032884			NR_109919																									URS000075BFD7
HGNC:52506	LINC01719	long intergenic non-protein coding RNA 1719	non-coding RNA	RNA, long non-coding	Approved	1q21.1	01q21.1							2016-11-08			2016-11-08	101928979	ENSG00000233396	OTTHUMG00000042244			NR_125967																									URS00007E3AAF
HGNC:52507	LINC01720	long intergenic non-protein coding RNA 1720	non-coding RNA	RNA, long non-coding	Approved	1q31.1-q31.2	01q31.1-q31.2							2016-11-08			2018-02-13	440704	ENSG00000231175	OTTHUMG00000035556			NR_033922																									URS000075ED83
HGNC:52508	LINC01721	long intergenic non-protein coding RNA 1721	non-coding RNA	RNA, long non-coding	Approved	20p11.21	20p11.21							2016-11-08			2017-06-21	400839	ENSG00000230133	OTTHUMG00000032098			NR_040102																									URS00004EC2FD
HGNC:52510	LINC01722	long intergenic non-protein coding RNA 1722	non-coding RNA	RNA, long non-coding	Approved	20p12.1	20p12.1							2016-11-08			2016-11-08	101929486	ENSG00000233048	OTTHUMG00000031897			NR_109868																									URS000075CF93
HGNC:52511	LINC01723	long intergenic non-protein coding RNA 1723	non-coding RNA	RNA, long non-coding	Approved	20p12.1	20p12.1							2016-11-08			2017-06-21	100505515	ENSG00000234265	OTTHUMG00000031895			NR_109870																									URS000075D4FE
HGNC:52512	LINC01724	long intergenic non-protein coding RNA 1724	non-coding RNA	RNA, long non-coding	Approved	1q31.3	01q31.3							2016-11-08			2016-11-08	105371673	ENSG00000227421	OTTHUMG00000035609			NR_146895																									URS0000BC4644
HGNC:52513	LINC01725	long intergenic non-protein coding RNA 1725	non-coding RNA	RNA, long non-coding	Approved	1p31.1	01p31.1							2016-11-08			2016-11-08	101927587	ENSG00000233008	OTTHUMG00000009930			NR_119375																									URS00007599AD
HGNC:52514	LINC01726	long intergenic non-protein coding RNA 1726	non-coding RNA	RNA, long non-coding	Approved	20p11.22	20p11.22							2016-11-08			2017-06-21	101929608	ENSG00000280350	OTTHUMG00000189115			NR_109878																									URS000075BD27
HGNC:52515	LINC01727	long intergenic non-protein coding RNA 1727	non-coding RNA	RNA, long non-coding	Approved	20p11.22	20p11.22							2016-11-08			2017-06-21	101929625	ENSG00000279082	OTTHUMG00000189116			NR_109880																									URS000075DA7F
HGNC:52516	LINC01728	long intergenic non-protein coding RNA 1728	non-coding RNA	RNA, long non-coding	Approved	20q13.12	20q13.12							2016-11-08			2017-06-21	105372626	ENSG00000233277	OTTHUMG00000032515			NR_134577																									URS0000A76B30
HGNC:52517	LINC01729	long intergenic non-protein coding RNA 1729	non-coding RNA	RNA, long non-coding	Approved	20p12.3	20p12.3							2016-11-08			2017-06-21	101929207	ENSG00000225640	OTTHUMG00000031808			NR_109860																									URS000075BE55
HGNC:52518	LINC01730	long intergenic non-protein coding RNA 1730	non-coding RNA	RNA, long non-coding	Approved	20p13	20p13							2016-11-08			2016-11-08	101929125	ENSG00000275491	OTTHUMG00000186580			NR_109859																									URS000075AC7B
HGNC:52519	LINC01731	long intergenic non-protein coding RNA 1731	non-coding RNA	RNA, long non-coding	Approved	1q21.2	01q21.2							2016-11-08			2016-11-08	105371226	ENSG00000234283	OTTHUMG00000014090			XR_922067																									URS00001654CF
HGNC:52520	LINC01732	long intergenic non-protein coding RNA 1732	non-coding RNA	RNA, long non-coding	Approved	1q25.3	01q25.3							2016-11-08			2016-11-08	101928973	ENSG00000237292	OTTHUMG00000035180			NR_125966																									URS00007E4C95
HGNC:52521	LINC01733	long intergenic non-protein coding RNA 1733	non-coding RNA	RNA, long non-coding	Approved	20p11.1	20p11.1							2016-11-08			2017-06-21	101926955	ENSG00000226203	OTTHUMG00000150168			NR_110003																									URS000075C2A5
HGNC:52522	LINC01734	long intergenic non-protein coding RNA 1734	non-coding RNA	RNA, long non-coding	Approved	20q12	20q12							2016-11-08			2017-06-21	339568	ENSG00000230324	OTTHUMG00000032466			NR_027124																									URS000075C6A2
HGNC:52523	LINC01735	long intergenic non-protein coding RNA 1735	non-coding RNA	RNA, long non-coding	Approved	1q32.2	01q32.2							2016-11-08			2016-11-08	107985254	ENSG00000261453	OTTHUMG00000036132			XR_001738430																									URS00003E4CF9
HGNC:52524	LINC01736	long intergenic non-protein coding RNA 1736	non-coding RNA	RNA, long non-coding	Approved	1q42.13	01q42.13							2016-11-08			2016-11-08	101927532	ENSG00000228058	OTTHUMG00000037758			NR_135116																									URS0000A774BF
HGNC:52525	LINC01737	long intergenic non-protein coding RNA 1737	non-coding RNA	RNA, long non-coding	Approved	1q42.2	01q42.2							2016-11-08			2016-11-08	101927553	ENSG00000232964	OTTHUMG00000037760			NR_146479																									URS0000BC4539
HGNC:52526	LINC01738	long intergenic non-protein coding RNA 1738	non-coding RNA	RNA, long non-coding	Approved	1p33	01p33							2016-11-08			2016-11-08	107984953	ENSG00000227947	OTTHUMG00000007956			XR_001738040																									URS0000580737
HGNC:52527	LINC01739	long intergenic non-protein coding RNA 1739	non-coding RNA	RNA, long non-coding	Approved	1p31.3	01p31.3							2016-11-08			2016-11-08	105378769	ENSG00000229537	OTTHUMG00000009147			NR_146605																									URS0000BC45BD
HGNC:52528	LINC01740	long intergenic non-protein coding RNA 1740	non-coding RNA	RNA, long non-coding	Approved	1q32.3	01q32.3							2016-11-08			2016-11-08	101929565	ENSG00000228067	OTTHUMG00000036749			NR_125985																									URS00007E35EF
HGNC:52529	LINC01741	long intergenic non-protein coding RNA 1741	non-coding RNA	RNA, long non-coding	Approved	1q25.2	01q25.2							2016-11-08			2016-11-08	101928778	ENSG00000236720	OTTHUMG00000040863			NR_110722																									URS00003EC394
HGNC:52530	LINC01742	long intergenic non-protein coding RNA 1742	non-coding RNA	RNA, long non-coding	Approved	20q13.32	20q13.32							2016-11-08		2016-11-08	2016-11-08	105376992	ENSG00000275852	OTTHUMG00000186963			NR_147083																									URS0000767F6C
HGNC:52531	LINC01743	long intergenic non-protein coding RNA 1743	non-coding RNA	RNA, long non-coding	Approved	1q44	01q44							2016-11-08			2016-11-08	255654	ENSG00000242042	OTTHUMG00000040555			NR_040002																									URS00002D72F2
HGNC:52532	LINC01744	long intergenic non-protein coding RNA 1744	non-coding RNA	RNA, long non-coding	Approved	1q42.2	01q42.2							2016-11-08			2016-11-08	101927683	ENSG00000236497	OTTHUMG00000037825			NR_110683																									URS00002B461D
HGNC:52533	LINC01745	long intergenic non-protein coding RNA 1745	non-coding RNA	RNA, long non-coding	Approved	1q42.2	01q42.2							2016-11-08			2016-11-08	105373199	ENSG00000225919	OTTHUMG00000037823			NR_146922																									URS00005D0531
HGNC:52534	LINC01746	long intergenic non-protein coding RNA 1746	non-coding RNA	RNA, long non-coding	Approved	20q11.23	20q11.23							2016-11-08			2016-11-08	105372608	ENSG00000274469	OTTHUMG00000185859			XR_936701																									URS000075F195
HGNC:52536	LINC01747	long intergenic non-protein coding RNA 1747	non-coding RNA	RNA, long non-coding	Approved	20p11.21	20p11.21							2016-11-08			2017-06-21	105372566	ENSG00000230400	OTTHUMG00000032047			NR_146527																									URS0000BC445A
HGNC:52535	LINC01748	long intergenic non-protein coding RNA 1748	non-coding RNA	RNA, long non-coding	Approved	1p32.1	01p32.1							2016-11-08			2016-11-08	105378763	ENSG00000226476	OTTHUMG00000009978			NR_146508																									URS00009C60F6
HGNC:52537	LINC01749	long intergenic non-protein coding RNA 1749	non-coding RNA	RNA, long non-coding	Approved	20q13.33	20q13.33							2016-11-08			2016-11-08	63930	ENSG00000272259	OTTHUMG00000185413			NR_033370																									URS000075E322
HGNC:52538	LINC01750	long intergenic non-protein coding RNA 1750	non-coding RNA	RNA, long non-coding	Approved	1p13.2	01p13.2							2016-11-08			2016-11-08	643355	ENSG00000231437	OTTHUMG00000011992			NR_145438																									URS000054BD20
HGNC:52539	LINC01751	long intergenic non-protein coding RNA 1751	non-coding RNA	RNA, long non-coding	Approved	20p12.3	20p12.3							2016-11-08			2017-06-21	101929288	ENSG00000261249	OTTHUMG00000175573			NR_135005																									URS0000A7654A
HGNC:52540	LINC01752	long intergenic non-protein coding RNA 1752	non-coding RNA	RNA, long non-coding	Approved	20p12.2	20p12.2							2016-11-08			2016-11-08	101929395	ENSG00000224961	OTTHUMG00000031876			NR_110611																									URS000075CDB9
HGNC:52541	LINC01753	long intergenic non-protein coding RNA 1753	non-coding RNA	RNA, long non-coding	Approved	1p32.2	01p32.2							2016-11-08			2016-11-08	105378739	ENSG00000230250	OTTHUMG00000008244			NR_147162																									URS0000BC441D
HGNC:52542	LINC01754	long intergenic non-protein coding RNA 1754	non-coding RNA	RNA, long non-coding	Approved	20q13.12	20q13.12							2016-11-08			2017-06-21	102723442	ENSG00000224565	OTTHUMG00000032669			NR_146494																									URS0000BC43A9
HGNC:52543	LINC01755	long intergenic non-protein coding RNA 1755	non-coding RNA	RNA, long non-coding	Approved	1p32.2	01p32.2							2016-11-08			2016-11-08	105378738	ENSG00000233079	OTTHUMG00000008245			NR_147161																									URS0000BC453A
HGNC:52545	LINC01756	long intergenic non-protein coding RNA 1756	non-coding RNA	RNA, long non-coding	Approved	1p35.3	01p35.3							2016-11-08			2016-11-08	101928460	ENSG00000230523	OTTHUMG00000003931			NR_110758																									URS000075B80C
HGNC:52546	LINC01757	long intergenic non-protein coding RNA 1757	non-coding RNA	RNA, long non-coding	Approved	1p36.12	01p36.12							2016-11-08			2016-11-08	105376827	ENSG00000228105	OTTHUMG00000002707			NR_147205																									URS0000BC45AC
HGNC:52547	LINC01758	long intergenic non-protein coding RNA 1758	non-coding RNA	RNA, long non-coding	Approved	1p31.1	01p31.1							2016-11-08			2016-11-08	105378788	ENSG00000229639	OTTHUMG00000009217			NR_147164																									URS00003A24DA
HGNC:52549	LINC01760	long intergenic non-protein coding RNA 1760	non-coding RNA	RNA, long non-coding	Approved	1p21.3	01p21.3							2016-11-08			2016-11-08	100996630	ENSG00000228504	OTTHUMG00000010911			NR_135588																									URS0000A763B6
HGNC:52551	LINC01761	long intergenic non-protein coding RNA 1761	non-coding RNA	RNA, long non-coding	Approved	1p21.3	01p21.3							2016-11-08			2016-11-08	440594	ENSG00000233907	OTTHUMG00000010909			NR_033966																									URS00000A2A20
HGNC:52552	LINC01762	long intergenic non-protein coding RNA 1762	non-coding RNA	RNA, long non-coding	Approved	1p13.1	01p13.1							2016-11-08			2016-11-08	101929023	ENSG00000233154	OTTHUMG00000014035			NR_125972																									URS00007E4219
HGNC:52554	LINC01763	long intergenic non-protein coding RNA 1763	non-coding RNA	RNA, long non-coding	Approved	1p22.2	01p22.2							2016-11-08			2016-11-08	105378854	ENSG00000225446	OTTHUMG00000010019			NR_146610																									URS0000BC4441
HGNC:52553	LINC01764	long intergenic non-protein coding RNA 1764	non-coding RNA	RNA, long non-coding	Approved	19p13.12	19p13.12							2016-11-08			2016-11-08	105372290	ENSG00000267308	OTTHUMG00000160750			XR_936353																									URS00005DAE94
HGNC:52555	LINC01765	long intergenic non-protein coding RNA 1765	non-coding RNA	RNA, long non-coding	Approved	1p13.2	01p13.2							2016-11-08			2016-11-08	105378916	ENSG00000233730	OTTHUMG00000011879			XR_947722																									URS000039C0DF
HGNC:52556	LINC01766	long intergenic non-protein coding RNA 1766	non-coding RNA	RNA, long non-coding	Approved	19q13.12	19q13.12							2016-11-08			2016-11-08	102723617	ENSG00000224910	OTTHUMG00000048109			NR_110750																									URS000075A7A3
HGNC:52557	LINC01767	long intergenic non-protein coding RNA 1767	non-coding RNA	RNA, long non-coding	Approved	1p32.2	01p32.2							2016-11-08			2016-11-08	105378744	ENSG00000223956	OTTHUMG00000008128			NR_147163																									URS0000BC43F3
HGNC:52558	LINC01768	long intergenic non-protein coding RNA 1768	non-coding RNA	RNA, long non-coding	Approved	1p13.3	01p13.3							2016-11-08			2018-09-07	107985167	ENSG00000228420	OTTHUMG00000011637			XR_001738180																									URS00002F2659
HGNC:52560	LINC01770	long intergenic non-protein coding RNA 1770	non-coding RNA	RNA, long non-coding	Approved	1p36.33	01p36.33							2016-11-08			2016-11-08	102724312	ENSG00000225285	OTTHUMG00000002915			NR_125994																									URS00007E413A
HGNC:52561	LINC01771	long intergenic non-protein coding RNA 1771	non-coding RNA	RNA, long non-coding	Approved	1p32.3	01p32.3							2016-11-08			2016-11-08	105378732	ENSG00000225675	OTTHUMG00000008948			NR_131923																									URS0000247A85
HGNC:52562	LINC01772	long intergenic non-protein coding RNA 1772	non-coding RNA	RNA, long non-coding	Approved	1p36.13	01p36.13	ENSG00000226029						2016-11-08			2016-12-21	107984921	ENSG00000226029	OTTHUMG00000002314			NR_147210			27992375																						URS000024580C
HGNC:52563	LINC01773	long intergenic non-protein coding RNA 1773	non-coding RNA	RNA, long non-coding	Approved	1p22.3-p22.2	01p22.3-p22.2							2016-11-08			2018-02-13	107985519	ENSG00000224235	OTTHUMG00000037985			XR_001737677																									
HGNC:52564	LINC01774	long intergenic non-protein coding RNA 1774	non-coding RNA	RNA, long non-coding	Approved	1q32.2	01q32.2							2016-11-08			2016-11-08	105372894	ENSG00000236950	OTTHUMG00000036137			NR_146915																									URS0000BC4525
HGNC:52565	LINC01775	long intergenic non-protein coding RNA 1775	non-coding RNA	RNA, long non-coding	Approved	19p13.3	19p13.3							2016-11-08			2016-11-08	101928602	ENSG00000267201	OTTHUMG00000180433			NR_134931																									URS0000A76B36
HGNC:52566	LINC01776	long intergenic non-protein coding RNA 1776	non-coding RNA	RNA, long non-coding	Approved	1p21.3	01p21.3							2016-11-08			2016-11-08	729987	ENSG00000226053	OTTHUMG00000010681			NR_046088																									URS0000759A4B
HGNC:52567	LINC01777	long intergenic non-protein coding RNA 1777	non-coding RNA	RNA, long non-coding	Approved	1p36.32	01p36.32							2016-11-08			2016-11-08	284661	ENSG00000235054	OTTHUMG00000000733			NR_027088																									URS000075F0CB
HGNC:52568	LINC01778	long intergenic non-protein coding RNA 1778	non-coding RNA	RNA, long non-coding	Approved	1p35.2	01p35.2							2016-11-08			2016-11-08	105378622	ENSG00000223382	OTTHUMG00000003749			NR_146732																									URS0000BC4406
HGNC:52569	LINC01779	long intergenic non-protein coding RNA 1779	non-coding RNA	RNA, long non-coding	Approved	1p13.1	01p13.1							2016-11-08			2016-11-08	107985190	ENSG00000235933	OTTHUMG00000012112			XR_001738196																									URS000052FFC0
HGNC:52570	LINC01780	long intergenic non-protein coding RNA 1780	non-coding RNA	RNA, long non-coding	Approved	1p12	01p12							2016-11-08			2016-11-08	105378934	ENSG00000232650	OTTHUMG00000012409			NR_146623																									URS000033BA26
HGNC:52571	LINC01781	long intergenic non-protein coding RNA 1781	non-coding RNA	RNA, long non-coding	Approved	1p31.1	01p31.1							2016-11-08			2016-11-15	101927412	ENSG00000234184	OTTHUMG00000000507			NR_125940																									URS00003FAC40
HGNC:52572	LINC01782	long intergenic non-protein coding RNA 1782	non-coding RNA	RNA, long non-coding	Approved	19q13.11	19q13.11							2016-11-08			2016-11-08	101927411	ENSG00000267204	OTTHUMG00000180236			NR_110694																									URS000075C9F3
HGNC:52573	LINC01783	long intergenic non-protein coding RNA 1783	non-coding RNA	RNA, long non-coding	Approved	1p36.13	01p36.13							2016-11-08			2016-11-08	100132147	ENSG00000233421	OTTHUMG00000002488			NR_135764																									URS0000A7736C
HGNC:52574	LINC01784	long intergenic non-protein coding RNA 1784	non-coding RNA	RNA, long non-coding	Approved	1p36.21	01p36.21							2016-11-08			2016-11-08	105376745	ENSG00000228338	OTTHUMG00000041465			NR_146629																									URS0000BC43E0
HGNC:25060	LINC01785	long intergenic non-protein coding RNA 1785	non-coding RNA	RNA, long non-coding	Approved	19p12	19p12							2016-11-08			2016-12-02	374890	ENSG00000268038	OTTHUMG00000182985			NR_135233			12477932																						URS000031C533
HGNC:52575	LINC01786	long intergenic non-protein coding RNA 1786	non-coding RNA	RNA, long non-coding	Approved	1p36.33	01p36.33							2016-11-08			2016-11-08	101928895	ENSG00000230415	OTTHUMG00000002234			XR_946815																									URS0000554F9A
HGNC:52576	LINC01787	long intergenic non-protein coding RNA 1787	non-coding RNA	RNA, long non-coding	Approved	1p21.3	01p21.3							2016-11-08			2016-11-08	101928241	ENSG00000231987	OTTHUMG00000010690			NR_110693																									URS0000034673
HGNC:52577	LINC01788	long intergenic non-protein coding RNA 1788	non-coding RNA	RNA, long non-coding	Approved	1p31.1	01p31.1							2016-11-08			2016-11-08	101927244	ENSG00000229051	OTTHUMG00000009349			NR_125938																									URS00007E4B60
HGNC:52578	LINC01789	long intergenic non-protein coding RNA 1789	non-coding RNA	RNA, long non-coding	Approved	2q12.3	02q12.3							2016-11-08			2016-11-08	105373536	ENSG00000229457	OTTHUMG00000153205			XR_001739630																									URS00004B3D32
HGNC:52579	LINC01790	long intergenic non-protein coding RNA 1790	non-coding RNA	RNA, long non-coding	Approved	2q32.3	02q32.3							2016-11-08			2016-11-08	101927431	ENSG00000230173	OTTHUMG00000154367			NR_110223																									URS00005C6FEC
HGNC:52581	LINC01791	long intergenic non-protein coding RNA 1791	non-coding RNA	RNA, long non-coding	Approved	19q12	19q12							2016-11-08			2016-11-08	107985312	ENSG00000267777	OTTHUMG00000182320			NR_147209																									URS0000BC45D7
HGNC:52582	LINC01792	long intergenic non-protein coding RNA 1792	non-coding RNA	RNA, long non-coding	Approved	2q33.1	02q33.1							2016-11-09			2016-11-09	100507140	ENSG00000237166	OTTHUMG00000154537			NR_037886																									URS00002D6C2C
HGNC:52583	LINC01793	long intergenic non-protein coding RNA 1793	non-coding RNA	RNA, long non-coding	Approved	2p16.1	02p16.1							2016-11-09			2016-11-09	101927285	ENSG00000222030	OTTHUMG00000152615			NR_110219																									URS000012833A
HGNC:52584	LINC01794	long intergenic non-protein coding RNA 1794	non-coding RNA	RNA, long non-coding	Approved	2p22.1	02p22.1							2016-11-09			2016-11-09	101929700	ENSG00000233128	OTTHUMG00000152401			XR_002959380																									URS00005FC5B5
HGNC:52585	LINC01795	long intergenic non-protein coding RNA 1795	non-coding RNA	RNA, long non-coding	Approved	2p16.1	02p16.1							2016-11-09			2016-11-09	105374744	ENSG00000225226	OTTHUMG00000152120			NR_147010																									URS000044470E
HGNC:52586	LINC01796	long intergenic non-protein coding RNA 1796	non-coding RNA	RNA, long non-coding	Approved	2q12.1	02q12.1							2016-11-09			2016-11-09	105373518	ENSG00000277527	OTTHUMG00000153096			NR_135562																									URS000076EA26
HGNC:52587	LINC01797	long intergenic non-protein coding RNA 1797	non-coding RNA	RNA, long non-coding	Approved	2p14	02p14							2016-11-09			2016-11-09	101927577	ENSG00000237179	OTTHUMG00000152839			NR_110264																									URS000075C9FF
HGNC:52588	LINC01798	long intergenic non-protein coding RNA 1798	non-coding RNA	RNA, long non-coding	Approved	2p14	02p14							2016-11-09			2016-11-09	100507073	ENSG00000232046	OTTHUMG00000152838			NR_110156																									URS000075DC4A
HGNC:52589	LINC01799	long intergenic non-protein coding RNA 1799	non-coding RNA	RNA, long non-coding	Approved	2p14	02p14							2016-11-09			2016-11-09	101060019	ENSG00000230525	OTTHUMG00000152853			NR_110169																									URS000075A832
HGNC:52590	LINC01800	long intergenic non-protein coding RNA 1800	non-coding RNA	RNA, long non-coding	Approved	2p14	02p14							2016-11-09			2016-11-09	101927438	ENSG00000234572	OTTHUMG00000152703			NR_110224																									URS000075A82A
HGNC:52592	LINC01801	long intergenic non-protein coding RNA 1801	non-coding RNA	RNA, long non-coding	Approved	19q13.11	19q13.11							2016-11-09			2016-11-24	400685	ENSG00000267767	OTTHUMG00000182347			NR_033982																									URS000075E913
HGNC:52591	LINC01802	long intergenic non-protein coding RNA 1802	non-coding RNA	RNA, long non-coding	Approved	2q33.3	02q33.3							2016-11-09			2016-11-09	105373852	ENSG00000225064	OTTHUMG00000154784			NR_146973																									URS0000BC44E4
HGNC:52595	LINC01803	long intergenic non-protein coding RNA 1803	non-coding RNA	RNA, long non-coding	Approved	2q35	02q35							2016-11-10			2016-11-10	105373889	ENSG00000228909	OTTHUMG00000059377			NR_146975																									URS0000215BB1
HGNC:52596	LINC01804	long intergenic non-protein coding RNA 1804	non-coding RNA	RNA, long non-coding	Approved	2p24.3	02p24.3							2016-11-10			2016-11-10	101926966	ENSG00000231031	OTTHUMG00000151724			NR_110201																									URS0000759D90
HGNC:52597	LINC01805	long intergenic non-protein coding RNA 1805	non-coding RNA	RNA, long non-coding	Approved	2p14	02p14							2016-11-10			2016-11-10	105374774	ENSG00000223863	OTTHUMG00000152676			NR_147011																									URS00003D279B
HGNC:52599	LINC01806	long intergenic non-protein coding RNA 1806	non-coding RNA	RNA, long non-coding	Approved	2q24.2	02q24.2							2016-11-10			2016-11-10	100996579	ENSG00000227403	OTTHUMG00000151885			NR_110163																									URS000075E94D
HGNC:52610	LINC01807	long intergenic non-protein coding RNA 1807	non-coding RNA	RNA, long non-coding	Approved	2q36.3	02q36.3							2016-11-11			2016-11-11	101928765	ENSG00000232023	OTTHUMG00000153589			NR_151716																									URS0000CCE0B1
HGNC:52611	LINC01808	long intergenic non-protein coding RNA 1808	non-coding RNA	RNA, long non-coding	Approved	2p24.1	02p24.1							2016-11-11			2016-11-11	105373460	ENSG00000237992	OTTHUMG00000151774			XR_939781																									URS0000BCD0FA
HGNC:52612	LINC01809	long intergenic non-protein coding RNA 1809	non-coding RNA	RNA, long non-coding	Approved	2p11.2	02p11.2							2016-11-11			2016-11-11	101928031	ENSG00000232548	OTTHUMG00000152969			NR_146482																									URS0000BC4542
HGNC:52613	LINC01810	long intergenic non-protein coding RNA 1810	non-coding RNA	RNA, long non-coding	Approved	2p25.2	02p25.2							2016-11-11			2016-11-11	105373400	ENSG00000237266	OTTHUMG00000151421			NR_146954																									URS0000BC4424
HGNC:52615	LINC01811	long intergenic non-protein coding RNA 1811	non-coding RNA	RNA, long non-coding	Approved	3p22.3	03p22.3							2016-11-11			2016-11-11	101928114	ENSG00000226320	OTTHUMG00000155767		BU852234	XR_001740635																									URS0000594305
HGNC:52616	LINC01812	long intergenic non-protein coding RNA 1812	non-coding RNA	RNA, long non-coding	Approved	2p14	02p14							2016-11-14			2016-11-14	101927701	ENSG00000237013	OTTHUMG00000152485			NR_110271																									URS000075D03B
HGNC:52617	LINC01813	long intergenic non-protein coding RNA 1813	non-coding RNA	RNA, long non-coding	Approved	2p16.1	02p16.1							2016-11-14			2016-11-14	101927165	ENSG00000229805	OTTHUMG00000152028			NR_135590																									URS0000A76597
HGNC:52618	LINC01814	long intergenic non-protein coding RNA 1814	non-coding RNA	RNA, long non-coding	Approved	2p25.1	02p25.1							2016-11-14			2016-11-14	101929567	ENSG00000236008	OTTHUMG00000151622			NR_110257																									URS000039D290
HGNC:52619	LINC01815	long intergenic non-protein coding RNA 1815	non-coding RNA	RNA, long non-coding	Approved	2p12	02p12							2016-11-14			2016-11-14	100507201	ENSG00000235519	OTTHUMG00000152947			NR_110161																									URS000075D472
HGNC:52621	LINC01816	long intergenic non-protein coding RNA 1816	non-coding RNA	RNA, long non-coding	Approved	2p13.3	02p13.3	LOC100133985						2016-11-15			2017-09-21	100133985	ENSG00000231327	OTTHUMG00000153133			NR_024444			28900495																						URS000075D7F0
HGNC:52622	LINC01817	long intergenic non-protein coding RNA 1817	non-coding RNA	RNA, long non-coding	Approved	2q23.3	02q23.3							2016-11-15			2016-11-15	105373683	ENSG00000231420	OTTHUMG00000153759			NR_146972																									URS00002229EE
HGNC:52623	LINC01818	long intergenic non-protein coding RNA 1818	non-coding RNA	RNA, long non-coding	Approved	2q23.3	02q23.3							2016-11-15			2016-11-15	105373684	ENSG00000230645	OTTHUMG00000153755			XR_923469																									URS000020BA2A
HGNC:52624	LINC01819	long intergenic non-protein coding RNA 1819	non-coding RNA	RNA, long non-coding	Approved	2p21	02p21							2016-11-16			2016-11-16	102723854	ENSG00000231826	OTTHUMG00000152373			NR_110585																									URS000033B2BE
HGNC:52625	LINC01820	long intergenic non-protein coding RNA 1820	non-coding RNA	RNA, long non-coding	Approved	2p21	02p21							2016-11-16			2016-11-16	105374582	ENSG00000228100	OTTHUMG00000153138			NR_146999																									URS0000BC44DE
HGNC:52626	LINC01821	long intergenic non-protein coding RNA 1821	non-coding RNA	RNA, long non-coding	Approved	2q32.3	02q32.3							2016-11-16			2016-11-16	101927406	ENSG00000225539	OTTHUMG00000154350			NR_110222																									URS000075A13C
HGNC:52627	LINC01822	long intergenic non-protein coding RNA 1822	non-coding RNA	RNA, long non-coding	Approved	2p24.1	02p24.1							2016-11-16			2016-11-16	645949	ENSG00000229621	OTTHUMG00000151807			NR_038837																									URS0000759AED
HGNC:52628	LINC01823	long intergenic non-protein coding RNA 1823	non-coding RNA	RNA, long non-coding	Approved	2q14.3	02q14.3							2016-11-16			2016-11-16	101927801	ENSG00000224655	OTTHUMG00000153333			XR_923273																									URS000033CB38
HGNC:52630	LINC01824	long intergenic non-protein coding RNA 1824	non-coding RNA	RNA, long non-coding	Approved	2p25.2	02p25.2							2016-11-16			2016-11-16	107985844	ENSG00000226488	OTTHUMG00000151461			XR_001739264																									URS000018BA78
HGNC:52631	LINC01825	long intergenic non-protein coding RNA 1825	non-coding RNA	RNA, long non-coding	Approved	2q32.3	02q32.3							2016-11-17			2016-11-17	107985970	ENSG00000223466	OTTHUMG00000154381																												URS0000579C5A
HGNC:52632	LINC01826	long intergenic non-protein coding RNA 1826	non-coding RNA	RNA, long non-coding	Approved	2q14.3	02q14.3	lnc-MKI67IP-3						2016-11-17			2017-02-15	107985818	ENSG00000232740	OTTHUMG00000153424			NR_147208			28195197																						URS0000BC45AB
HGNC:52633	LINC01827	long intergenic non-protein coding RNA 1827	non-coding RNA	RNA, long non-coding	Approved	2q32.3	02q32.3							2016-11-17			2016-11-17	105373818	ENSG00000234919	OTTHUMG00000154378			XR_923734																									URS000060EC57
HGNC:52634	LINC01828	long intergenic non-protein coding RNA 1828	non-coding RNA	RNA, long non-coding	Approved	2p14	02p14							2016-11-17			2016-11-17	102800447	ENSG00000235885	OTTHUMG00000152865			NR_110564																									URS000075A0A5
HGNC:52635	LINC01829	long intergenic non-protein coding RNA 1829	non-coding RNA	RNA, long non-coding	Approved	2p14	02p14							2016-11-17			2016-11-17	644838	ENSG00000236780	OTTHUMG00000152856			NR_038844																									URS00002BE7F9
