hgnc_id	symbol	name	locus_group	locus_type	status	location	location_sortable	alias_symbol	alias_name	prev_symbol	prev_name	gene_family	gene_family_id	date_approved_reserved	date_symbol_changed	date_name_changed	date_modified	entrez_id	ensembl_gene_id	vega_id	ucsc_id	ena	refseq_accession	ccds_id	uniprot_ids	pubmed_id	mgd_id	rgd_id	lsdb	cosmic	omim_id	mirbase	homeodb	snornabase	bioparadigms_slc	orphanet	pseudogene.org	horde_id	merops	imgt	iuphar	kznf_gene_catalog	mamit-trnadb	cd	lncrnadb	enzyme_id	intermediate_filament_db	rna_central_ids
HGNC:34547	DSTNP3	destrin, actin depolymerizing factor pseudogene 3	pseudogene	pseudogene	Approved	8q21.11	08q21.11				destrin (actin depolymerizing factor) pseudogene 3			2010-09-30		2016-06-27	2016-06-27	100287016					NG_028172														PGOHUM00000249715											
HGNC:44548	DSTNP4	destrin, actin depolymerizing factor pseudogene 4	pseudogene	pseudogene	Approved	3p22.2	03p22.2				destrin (actin depolymerizing factor) pseudogene 4			2012-11-15		2016-06-27	2016-06-27	729454	ENSG00000215034	OTTHUMG00000156247																	PGOHUM00000237998											
HGNC:44549	DSTNP5	destrin, actin depolymerizing factor pseudogene 5	pseudogene	pseudogene	Approved	2q33.3	02q33.3				destrin (actin depolymerizing factor) pseudogene 5			2012-11-15		2016-06-27	2016-06-27	100132132	ENSG00000236681	OTTHUMG00000154541			NG_021600														PGOHUM00000241085											
HGNC:42352	DTX2P1	DTX2 pseudogene 1	pseudogene	pseudogene	Approved	7q11.23	07q11.23							2011-06-29		2014-01-28	2014-01-28	107161144	ENSG00000186704	OTTHUMG00000155661			NG_046686														PGOHUM00000250953											
HGNC:32020	DUSP5P1	dual specificity phosphatase 5 pseudogene 1	pseudogene	pseudogene	Approved	1q42.13	01q42.13	FLJ34941		DUSP5P	dual specificity phosphatase 5 pseudogene			2005-06-30	2012-11-07	2012-11-07	2014-11-19	574029	ENSG00000183929	OTTHUMG00000037916		AK092260	NR_002834														PGOHUM00000245243											
HGNC:44482	DUSP5P2	dual specificity phosphatase 5 pseudogene 2	pseudogene	pseudogene	Approved	3p25.3	03p25.3							2012-11-07			2012-11-07	643459	ENSG00000235338	OTTHUMG00000155065			NG_022237														PGOHUM00000237929											
HGNC:3075	DUSP8P1	dual specificity phosphatase 8 pseudogene 1	pseudogene	pseudogene	Approved	10q11.22	10q11.22			DUSP8P	dual specificity phosphatase 8 pseudogene			1997-05-09	2013-01-07	2013-01-07	2015-02-02	728813					NG_022176			9192849											PGOHUM00000238780											
HGNC:45001	DUSP8P2	dual specificity phosphatase 8 pseudogene 2	pseudogene	pseudogene	Approved	10q11.22	10q11.22							2013-01-07			2015-08-14	728725		OTTHUMG00000018099			NG_022145														PGOHUM00000238464											
HGNC:3077	DUSP8P3	dual specificity phosphatase 8 pseudogene 3	pseudogene	pseudogene	Approved	10q11.22	10q11.22	HVH4		DUSPP	dual specificity phosphatase pseudogene			1994-12-19	2013-01-07	2013-01-07	2016-11-09	441554	ENSG00000215097	OTTHUMG00000018099			NG_022173			7806236											PGOHUM00000289844											
HGNC:45002	DUSP8P4	dual specificity phosphatase 8 pseudogene 4	pseudogene	pseudogene	Approved	10q11.22	10q11.22							2013-01-07			2015-08-06	728657	ENSG00000215065	OTTHUMG00000018111			NG_022174														PGOHUM00000290149											
HGNC:45003	DUSP8P5	dual specificity phosphatase 8 pseudogene 5	pseudogene	pseudogene	Approved	10q22.2	10q22.2							2013-01-07			2016-02-12	106903081	ENSG00000235316	OTTHUMG00000018485			NG_046333														PGOHUM00000290205											
HGNC:49059	DUSP12P1	dual specificity phosphatase 12 pseudogene 1	pseudogene	pseudogene	Approved	3q12.1	03q12.1							2013-08-19			2015-09-21	100420473	ENSG00000277000	OTTHUMG00000187563			NG_025604														PGOHUM00000299104											
HGNC:31956	DUTP1	deoxyuridine triphosphatase pseudogene 1	pseudogene	pseudogene	Approved	3q21.2	03q21.2			DUTL	"dUTP pyrophosphatase-like|deoxyuridine triphosphatase-like"			2005-04-11	2011-02-09	2011-02-09	2014-11-19	548637	ENSG00000229048	OTTHUMG00000159443		AF090907	NG_028739														PGOHUM00000238159											
HGNC:39515	DUTP2	deoxyuridine triphosphatase pseudogene 2	pseudogene	pseudogene	Approved	8q24.13	08q24.13							2011-02-11			2014-11-18	100873909	ENSG00000254388	OTTHUMG00000165091			NG_032312														PGOHUM00000249790											
HGNC:39516	DUTP3	deoxyuridine triphosphatase pseudogene 3	pseudogene	pseudogene	Approved	7q35	07q35							2011-02-11			2014-11-19	100861485	ENSG00000226857	OTTHUMG00000152746			NG_032032														PGOHUM00000233635											
HGNC:39517	DUTP4	deoxyuridine triphosphatase pseudogene 4	pseudogene	pseudogene	Approved	Xq28	Xq28							2011-02-11			2014-11-19	100873910	ENSG00000229829	OTTHUMG00000022632			NG_032313														PGOHUM00000242075											
HGNC:39518	DUTP5	deoxyuridine triphosphatase pseudogene 5	pseudogene	pseudogene	Approved	6q14.3	06q14.3							2011-02-11			2012-10-16	100873911	ENSG00000216439	OTTHUMG00000015136			NG_032314														PGOHUM00000262006											
HGNC:39519	DUTP6	deoxyuridine triphosphatase pseudogene 6	pseudogene	pseudogene	Approved	1q24.1	01q24.1							2011-02-11			2014-11-18	100873912	ENSG00000225171	OTTHUMG00000034322			NG_032315														PGOHUM00000245069											
HGNC:39520	DUTP7	deoxyuridine triphosphatase pseudogene 7	pseudogene	pseudogene	Approved	4q12	04q12							2011-02-11			2014-11-18	100873913	ENSG00000250473	OTTHUMG00000160621			NG_032316														PGOHUM00000262001											
HGNC:39521	DUTP8	deoxyuridine triphosphatase pseudogene 8	pseudogene	pseudogene	Approved	4q23	04q23							2011-02-11			2014-11-18	100873914	ENSG00000214904	OTTHUMG00000160959			NG_032317														PGOHUM00000246007											
HGNC:3082	DUX4L1	double homeobox 4 like 1	pseudogene	pseudogene	Approved	4q35.2	04q35.2			DUX4	double homeobox 4	PRD class homeoboxes and pseudogenes	521	1999-12-01	2014-06-20	2014-06-20	2015-08-04	22947	ENSG00000280757	OTTHUMG00000161317	uc032uhw.2	D38024	NM_033178										9089			121239	PGOHUM00000306581											
HGNC:37267	DUX4L2	double homeobox 4 like 2	pseudogene	pseudogene	Approved	4q35.2	04q35.2					PRD class homeoboxes and pseudogenes	521	2010-07-19			2015-08-04	728410	ENSG00000280457	OTTHUMG00000161316			NM_001127386		P0CJ85					DUX4L2			9091				PGOHUM00000306583											
HGNC:38688	DUX4L3	double homeobox 4 like 3	pseudogene	pseudogene	Approved	4q35.2	04q35.2					PRD class homeoboxes and pseudogenes	521	2010-07-20			2015-08-04	653548	ENSG00000281627	OTTHUMG00000161319			NG_034177		P0CJ86					DUX4L3			9090				PGOHUM00000306582											
HGNC:38686	DUX4L4	double homeobox 4 like 4	pseudogene	pseudogene	Approved	4q35.2	04q35.2					PRD class homeoboxes and pseudogenes	521	2010-07-20			2015-03-11	441056	ENSG00000258834	OTTHUMG00000161318			NM_001177376		P0CJ87					DUX4L4			9088				PGOHUM00000306580											
HGNC:38689	DUX4L5	double homeobox 4 like 5	pseudogene	pseudogene	Approved	4q35.2	04q35.2					PRD class homeoboxes and pseudogenes	521	2010-07-20			2015-08-04	653545	ENSG00000280799	OTTHUMG00000161315			NM_001127389		P0CJ88								9087				PGOHUM00000306579											
HGNC:37265	DUX4L6	double homeobox 4 like 6	pseudogene	pseudogene	Approved	4q35.2	04q35.2					PRD class homeoboxes and pseudogenes	521	2010-07-19			2015-08-04	653544	ENSG00000281058	OTTHUMG00000161313			NM_001127388		P0CJ89								9086				PGOHUM00000306578											
HGNC:37266	DUX4L7	double homeobox 4 like 7	pseudogene	pseudogene	Approved	4q35.2	04q35.2					PRD class homeoboxes and pseudogenes	521	2010-07-19			2015-08-04	653543	ENSG00000281652	OTTHUMG00000161314			NM_001127387		P0CJ90								9085				PGOHUM00000306577											
HGNC:38670	DUX4L8	double homeobox 4 like 8	pseudogene	pseudogene	Approved	4q35.2	04q35.2			DUX2	"double homeobox 2|double homeobox, 2|double homeobox 4 like 8 (pseudogene)"	PRD class homeoboxes and pseudogenes	521	2010-07-20		2014-06-23	2015-08-04	26583	ENSG00000281720	OTTHUMG00000161320			NG_034173								611442						PGOHUM00000300102											
HGNC:33855	DUX4L9	double homeobox 4 like 9	pseudogene	pseudogene	Approved	4q35.2	04q35.2				double homeobox 4 like 9 (pseudogene)	PRD class homeoboxes and pseudogenes	521	2010-07-19		2014-06-23	2015-03-10	100288711	ENSG00000224807	OTTHUMG00000161003			NG_027951		Q6RFH8						615581						PGOHUM00000306055											
HGNC:31354	DUX4L10	double homeobox 4 like 10	pseudogene	pseudogene	Approved	10q26.3	10q26.3	DUX10				PRD class homeoboxes and pseudogenes	521	2010-07-19			2015-02-02	440013	ENSG00000278664	OTTHUMG00000019332		AY044051	NG_012775										9092				PGOHUM00000290029											
HGNC:38687	DUX4L11	double homeobox 4 like 11	pseudogene	pseudogene	Approved	10q26.3	10q26.3					PRD class homeoboxes and pseudogenes	521	2010-07-20			2015-02-02	399839	ENSG00000278761	OTTHUMG00000170701			NG_012779										9093				PGOHUM00000290030											
HGNC:38671	DUX4L12	double homeobox 4 like 12	pseudogene	pseudogene	Approved	10q26.3	10q26.3					PRD class homeoboxes and pseudogenes	521	2010-07-20			2015-02-02	440014	ENSG00000278790	OTTHUMG00000185266			NG_012776										9094				PGOHUM00000290031											
HGNC:38672	DUX4L13	double homeobox 4 like 13	pseudogene	pseudogene	Approved	10q26.3	10q26.3					PRD class homeoboxes and pseudogenes	521	2010-07-20			2015-02-02	100289581	ENSG00000276046	OTTHUMG00000019335			NG_012773										9095				PGOHUM00000290032											
HGNC:38673	DUX4L14	double homeobox 4 like 14	pseudogene	pseudogene	Approved	10q26.3	10q26.3					PRD class homeoboxes and pseudogenes	521	2010-07-20			2015-02-02	728022	ENSG00000276904	OTTHUMG00000019334			NG_012778										9096				PGOHUM00000290033											
HGNC:38674	DUX4L15	double homeobox 4 like 15	pseudogene	pseudogene	Approved	10q26.3	10q26.3					PRD class homeoboxes and pseudogenes	521	2010-07-20			2015-02-02	440017	ENSG00000278641	OTTHUMG00000019336			NG_012777										9097				PGOHUM00000290034											
HGNC:37719	DUX4L16	double homeobox 4 like 16	pseudogene	pseudogene	Approved	Yq11.21	Yq11.21	DUXY1				PRD class homeoboxes and pseudogenes	521	2010-07-20			2015-03-10	728169	ENSG00000258567	OTTHUMG00000170710			NG_021937			15653831							9527				PGOHUM00000306228											
HGNC:37717	DUX4L17	double homeobox 4 like 17	pseudogene	pseudogene	Approved	Yq11.21	Yq11.21	DUXY3				PRD class homeoboxes and pseudogenes	521	2010-07-20			2015-03-10	643001	ENSG00000259154	OTTHUMG00000170711			NG_028177			15653831							9528				PGOHUM00000305642											
HGNC:37716	DUX4L18	double homeobox 4 like 18	pseudogene	pseudogene	Approved	Yq11.21	Yq11.21	DUXY2				PRD class homeoboxes and pseudogenes	521	2010-07-20			2015-03-10	100132421	ENSG00000259029	OTTHUMG00000170712			NG_029032			15653831							9529				PGOHUM00000305643											
HGNC:37718	DUX4L19	double homeobox 4 like 19	pseudogene	pseudogene	Approved	Yq11.21	Yq11.21	DUXY4				PRD class homeoboxes and pseudogenes	521	2010-07-20			2015-03-10	643034	ENSG00000258991	OTTHUMG00000170713			NG_029033			15653831							9530				PGOHUM00000305644											
HGNC:50801	DUX4L20	double homeobox 4 like 20	pseudogene	pseudogene	Approved	10q26.3	10q26.3							2014-06-23			2015-03-11	102723538	ENSG00000276164	OTTHUMG00000189297			NG_034165														PGOHUM00000305855											
HGNC:50802	DUX4L21	double homeobox 4 like 21	pseudogene	pseudogene	Approved	10q26.3	10q26.3							2014-06-23			2015-03-11	102723518	ENSG00000275610	OTTHUMG00000189296			NG_034166														PGOHUM00000305854											
HGNC:50803	DUX4L22	double homeobox 4 like 22	pseudogene	pseudogene	Approved	10q26.3	10q26.3							2014-06-23			2015-03-11	102723495	ENSG00000277274	OTTHUMG00000189295			NG_034167														PGOHUM00000305853											
HGNC:50804	DUX4L23	double homeobox 4 like 23	pseudogene	pseudogene	Approved	10q26.3	10q26.3							2014-06-23			2015-03-11	102723472	ENSG00000276964	OTTHUMG00000189294			NG_034168														PGOHUM00000305852											
HGNC:50805	DUX4L24	double homeobox 4 like 24	pseudogene	pseudogene	Approved	10q26.3	10q26.3							2014-06-23			2015-03-11	102723449	ENSG00000274599	OTTHUMG00000189293			NG_034169														PGOHUM00000305851											
HGNC:50806	DUX4L25	double homeobox 4 like 25	pseudogene	pseudogene	Approved	10q26.3	10q26.3							2014-06-23			2015-03-11	102723423	ENSG00000280337	OTTHUMG00000189292			NG_034170														PGOHUM00000305850											
HGNC:50807	DUX4L26	double homeobox 4 like 26	pseudogene	pseudogene	Approved	3p12.3	03p12.3							2014-06-23			2015-03-11	100996350	ENSG00000236138	OTTHUMG00000158962			NG_034171														PGOHUM00000306043											
HGNC:50808	DUX4L27	double homeobox 4 like 27	pseudogene	pseudogene	Approved	12p11.1	12p11.1							2014-06-23			2015-03-10	100131369	ENSG00000258794	OTTHUMG00000170996			NG_021684														PGOHUM00000291293											
HGNC:51605	DUX4L28	double homeobox 4 like 28	pseudogene	pseudogene	Approved	10q26.3	10q26.3							2015-03-16			2015-03-16	106481728	ENSG00000279626	OTTHUMG00000189291			NG_043443														PGOHUM00000290324											
HGNC:51606	DUX4L29	double homeobox 4 like 29	pseudogene	pseudogene	Approved	10q26.3	10q26.3							2015-03-16			2015-03-16	106481970	ENSG00000237635	OTTHUMG00000019339			NG_043333														PGOHUM00000290326											
HGNC:51770	DUX4L31	double homeobox 4 like 31 (pseudogene)	pseudogene	pseudogene	Approved	Yp11.2	Yp11.2							2015-05-19		2016-01-06	2017-03-10	100887073	ENSG00000231411	OTTHUMG00000041619			NG_032747														PGOHUM00000305463											
HGNC:51771	DUX4L32	double homeobox 4 like 32 (pseudogene)	pseudogene	pseudogene	Approved	20q11.1	20q11.1							2015-05-19		2016-01-06	2017-10-25	107075316	ENSG00000283069	OTTHUMG00000191528			NG_046375														PGOHUM00000297085											
HGNC:51789	DUX4L33	double homeobox 4 like 33 (pseudogene)	pseudogene	pseudogene	Approved	20q11.1	20q11.1							2015-05-19		2016-01-06	2016-11-09	107080551	ENSG00000282894	OTTHUMG00000191530			NG_046379																									
HGNC:51772	DUX4L34	double homeobox 4 like 34 (pseudogene)	pseudogene	pseudogene	Approved	20q11.1	20q11.1							2015-05-19		2016-01-06	2017-10-25	105379479	ENSG00000282935	OTTHUMG00000191523																	PGOHUM00000305983											
HGNC:51773	DUX4L35	double homeobox 4 like 35 (pseudogene)	pseudogene	pseudogene	Approved	20q11.1	20q11.1							2015-05-19		2016-01-06	2017-10-25	106632270	ENSG00000282911	OTTHUMG00000191527			NG_042876														PGOHUM00000296945											
HGNC:51774	DUX4L36	double homeobox 4 like 36 (pseudogene)	pseudogene	pseudogene	Approved	20q11.1	20q11.1							2015-05-19		2016-01-06	2017-03-10	107080642					NG_046557														PGOHUM00000305988											
HGNC:51775	DUX4L37	double homeobox 4 like 37 (pseudogene)	pseudogene	pseudogene	Approved	20q11.1	20q11.1							2015-05-19		2016-01-06	2017-10-25	107080108	ENSG00000283020	OTTHUMG00000191535			NG_046377														PGOHUM00000306554											
HGNC:51776	DUX4L38	double homeobox 4 like 38 (pseudogene)	pseudogene	pseudogene	Approved	20q11.21	20q11.21							2015-05-19		2016-01-06	2017-03-10	107080648					NG_046560														PGOHUM00000296962											
HGNC:51777	DUX4L39	double homeobox 4 like 39 (pseudogene)	pseudogene	pseudogene	Approved	20q11.21	20q11.21							2015-05-19		2016-01-06	2017-03-10	107080645					NG_046558														PGOHUM00000305986											
HGNC:51778	DUX4L40	double homeobox 4 like 40 (pseudogene)	pseudogene	pseudogene	Approved	22p11.2	22p11.2							2015-05-19		2016-01-06	2017-03-10	107080649					NG_046562														PGOHUM00000306011											
HGNC:51779	DUX4L41	double homeobox 4 like 41 (pseudogene)	pseudogene	pseudogene	Approved	22p11.2	22p11.2							2015-05-19		2016-01-06	2017-03-10	107080650					NG_046563														PGOHUM00000306012											
HGNC:51780	DUX4L42	double homeobox 4 like 42 (pseudogene)	pseudogene	pseudogene	Approved	22p11.2	22p11.2							2015-05-19		2016-01-06	2017-03-10	106660607					NG_042896														PGOHUM00000306004											
HGNC:51781	DUX4L43	double homeobox 4 like 43 (pseudogene)	pseudogene	pseudogene	Approved	22p11.2	22p11.2							2015-05-19		2016-01-06	2017-03-10	106660617					NG_044940														PGOHUM00000297401											
HGNC:51782	DUX4L44	double homeobox 4 like 44 (pseudogene)	pseudogene	pseudogene	Approved	22p11.2	22p11.2							2015-05-19		2016-01-06	2017-03-10	107080651					NG_046564														PGOHUM00000297409											
HGNC:51783	DUX4L45	double homeobox 4 like 45 (pseudogene)	pseudogene	pseudogene	Approved	16p11.2	16p11.2							2015-05-19		2016-01-06	2017-03-10	100887074	ENSG00000261440	OTTHUMG00000176375			NG_032744														PGOHUM00000306536											
HGNC:51784	DUX4L46	double homeobox 4 like 46 (pseudogene)	pseudogene	pseudogene	Approved	16p11.2	16p11.2							2015-05-19		2016-01-06	2017-03-10	106480349	ENSG00000259987	OTTHUMG00000176377			NG_044654														PGOHUM00000305914											
HGNC:51785	DUX4L47	double homeobox 4 like 47 (pseudogene)	pseudogene	pseudogene	Approved	16p11.2	16p11.2							2015-05-19		2016-01-06	2017-03-10	106481738	ENSG00000260207	OTTHUMG00000176378			NG_043519														PGOHUM00000293825											
HGNC:51786	DUX4L48	double homeobox 4 like 48 (pseudogene)	pseudogene	pseudogene	Approved	14p11.2	14p11.2							2015-05-19		2016-01-06	2017-03-10	107105251					NG_046569														PGOHUM00000305891											
HGNC:51787	DUX4L49	double homeobox 4 like 49 (pseudogene)	pseudogene	pseudogene	Approved	14p11.2	14p11.2							2015-05-19		2016-01-06	2017-03-10	107105252					NG_046570														PGOHUM00000305892											
HGNC:51788	DUX4L50	double homeobox 4 like 50 (pseudogene)	pseudogene	pseudogene	Approved	9q13	09q13							2015-05-19		2016-01-06	2017-03-10	106480350	ENSG00000232815	OTTHUMG00000058675			NG_044663														PGOHUM00000303875											
HGNC:51810	DUX4L51	double homeobox 4 like 51 (pseudogene)	pseudogene	pseudogene	Approved	5p13.3	05p13.3							2015-06-11		2016-01-06	2016-01-06	106481740	ENSG00000250482	OTTHUMG00000161975			NG_045485														PGOHUM00000300910											
HGNC:51811	DUX4L52	double homeobox 4 like 52 (pseudogene)	pseudogene	pseudogene	Approved	12q14.1	12q14.1							2015-06-11		2016-01-06	2016-01-06	106480354	ENSG00000258336	OTTHUMG00000169973			NG_044691														PGOHUM00000291373											
HGNC:32180	DUXAP1	double homeobox A pseudogene 1	pseudogene	pseudogene	Approved	2p11.2	02p11.2					PRD class homeoboxes and pseudogenes	521	2005-08-08			2015-03-11	503630	ENSG00000259056	OTTHUMG00000170724			NG_004841										8364				PGOHUM00000298491											
HGNC:32181	DUXAP2	double homeobox A pseudogene 2	pseudogene	pseudogene	Approved	8q22.3	08q22.3					PRD class homeoboxes and pseudogenes	521	2005-08-08			2015-03-11	503631	ENSG00000254063	OTTHUMG00000164830			NG_004842										8365				PGOHUM00000303332											
HGNC:32182	DUXAP3	double homeobox A pseudogene 3	pseudogene	pseudogene	Approved	10q11.21	10q11.21					PRD class homeoboxes and pseudogenes	521	2005-08-08			2015-03-11	503632	ENSG00000270552	OTTHUMG00000184626			NR_002220										8366				PGOHUM00000289821											
HGNC:32183	DUXAP4	double homeobox A pseudogene 4	pseudogene	pseudogene	Approved	10q11.21	10q11.21					PRD class homeoboxes and pseudogenes	521	2005-08-08			2015-03-11	503633	ENSG00000270258	OTTHUMG00000184653			NG_004843										8367				PGOHUM00000290134											
HGNC:32184	DUXAP5	double homeobox A pseudogene 5	pseudogene	pseudogene	Approved	11q23.3	11q23.3					PRD class homeoboxes and pseudogenes	521	2005-08-08			2015-03-11	503634	ENSG00000255377	OTTHUMG00000166203			NG_004844										8368				PGOHUM00000290724											
HGNC:32185	DUXAP6	double homeobox A pseudogene 6	pseudogene	pseudogene	Approved	15q26.1	15q26.1					PRD class homeoboxes and pseudogenes	521	2005-08-08			2015-03-11	503635	ENSG00000258726	OTTHUMG00000171701			NG_004845										8369				PGOHUM00000293360											
HGNC:32186	DUXAP7	double homeobox A pseudogene 7	pseudogene	pseudogene	Approved	20p11.23	20p11.23					PRD class homeoboxes and pseudogenes	521	2005-08-08			2015-03-11	503636	ENSG00000232136	OTTHUMG00000031979			NG_004846										8370				PGOHUM00000296912											
HGNC:32187	DUXAP8	double homeobox A pseudogene 8	pseudogene	pseudogene	Approved	22q11.1	22q11.1					PRD class homeoboxes and pseudogenes	521	2005-08-08			2017-09-21	503637	ENSG00000271672	OTTHUMG00000140194	uc002zks.5		NR_122113			28881724							8371				PGOHUM00000297600											
HGNC:32188	DUXAP9	double homeobox A pseudogene 9	pseudogene	pseudogene	Approved	14q11.2	14q11.2	"FLJ39632|lncRNA-CTD903"		LINC01296	long intergenic non-protein coding RNA 1296	PRD class homeoboxes and pseudogenes	521	2005-08-08			2017-07-05	503638	ENSG00000225210	OTTHUMG00000188246			NG_004839			27035092							8372				PGOHUM00000292548											
HGNC:32189	DUXAP10	double homeobox A pseudogene 10	pseudogene	pseudogene	Approved	14q11.2	14q11.2					PRD class homeoboxes and pseudogenes	521	2005-08-08			2017-08-09	503639		OTTHUMG00000170430			NG_004838			28779166							8373				PGOHUM00000292272											
HGNC:51812	DUXAP11	double homeobox A pseudogene 11	pseudogene	pseudogene	Approved	16q21	16q21							2015-06-11			2015-06-11	106481741	ENSG00000270222	OTTHUMG00000184807			NG_043545														PGOHUM00000293885											
HGNC:51813	DUXAP12	double homeobox A pseudogene 12	pseudogene	pseudogene	Approved	14q24.2	14q24.2							2015-06-11			2015-06-11	100419081					NG_027290														PGOHUM00000292397											
HGNC:3085	DVL1P1	dishevelled segment polarity protein 1 pseudogene 1	pseudogene	pseudogene	Approved	22q11.21	22q11.21	DVL-22		DVL1L1	"dishevelled 1-like 1 (homologous to Drosophila dsh)|dishevelled, dsh homolog 1 (Drosophila)-like 1|dishevelled, dsh homolog 1 (Drosophila) pseudogene 1"			1999-10-29	2013-03-15	2013-05-22	2016-10-05	8215				U46462	NG_009878		P54792	"8644734|10591208"					601225																	
HGNC:45012	DYNC1I2P1	dynein cytoplasmic 1 intermediate chain 2 pseudogene 1	pseudogene	pseudogene	Approved	10q11.23	10q11.23							2013-01-07		2016-03-02	2016-03-02	728532	ENSG00000225137	OTTHUMG00000018224			NG_022178														PGOHUM00000238794											
HGNC:20723	DYNLL1P1	dynein light chain LC8-type 1 pseudogene 1	pseudogene	pseudogene	Approved	14q31.1	14q31.1			DNCL1P1	dynein, cytoplasmic, light polypeptide 1 pseudogene 1			2003-03-24	2005-11-25	2016-03-02	2016-03-02	246720	ENSG00000205579	OTTHUMG00000171415			NG_001584														PGOHUM00000261846											
HGNC:20724	DYNLL1P2	dynein light chain LC8-type 1 pseudogene 2	pseudogene	pseudogene	Approved	14q31.1	14q31.1			DNCL1P2	dynein, cytoplasmic, light polypeptide 1 pseudogene 2			2003-03-24	2005-11-25	2016-03-02	2016-03-02	731308	ENSG00000258605	OTTHUMG00000171417			NG_031940														PGOHUM00000248243											
HGNC:49654	DYNLL1P3	dynein light chain LC8-type 1 pseudogene 3	pseudogene	pseudogene	Approved	1p36.13	01p36.13							2014-01-29		2016-03-02	2016-03-02	391012	ENSG00000235282	OTTHUMG00000002435			NG_005104														PGOHUM00000244625											
HGNC:49655	DYNLL1P4	dynein light chain LC8-type 1 pseudogene 4	pseudogene	pseudogene	Approved	12q24.13	12q24.13							2014-01-29		2016-03-02	2016-03-02	100129739	ENSG00000257231	OTTHUMG00000169645			NG_030129														PGOHUM00000239583											
HGNC:49656	DYNLL1P5	dynein light chain LC8-type 1 pseudogene 5	pseudogene	pseudogene	Approved	3q25.2	03q25.2							2014-01-29		2016-03-02	2016-03-02	106480681	ENSG00000242151	OTTHUMG00000159126			NG_043252														PGOHUM00000238237											
HGNC:49657	DYNLL1P6	dynein light chain LC8-type 1 pseudogene 6	pseudogene	pseudogene	Approved	4q23	04q23							2014-01-29		2016-03-02	2016-03-02	100288885	ENSG00000248820	OTTHUMG00000161020			NG_030214														PGOHUM00000245636											
HGNC:49658	DYNLL1P7	dynein light chain LC8-type 1 pseudogene 7	pseudogene	pseudogene	Approved	7q21.11	07q21.11							2014-01-29		2016-03-02	2016-03-02	729630	ENSG00000230614	OTTHUMG00000154586			NG_006625														PGOHUM00000232906											
HGNC:16571	DYNLT3P1	dynein light chain Tctex-type 3 pseudogene 1	pseudogene	pseudogene	Approved	20p12.1	20p12.1	dJ531H16.2		TCTE1P	t-complex-associated-testis-expressed 1 pseudogene			2001-09-17	2009-05-13	2016-03-02	2016-03-02	170554	ENSG00000232241	OTTHUMG00000031939		AC010083	NG_001059																									
HGNC:37081	DYNLT3P2	dynein light chain Tctex-type 3 pseudogene 2	pseudogene	pseudogene	Approved	2q14.3	02q14.3							2009-05-13		2016-03-02	2016-03-02	100381215	ENSG00000229758	OTTHUMG00000153544			NG_016784														PGOHUM00000240901											
HGNC:3116	E2F3P1	E2F transcription factor 3 pseudogene 1	pseudogene	pseudogene	Approved	17q12	17q12							1994-08-31			2014-11-28	1872	ENSG00000267046	OTTHUMG00000179902			NG_005634			8246996											PGOHUM00000294398											
HGNC:3117	E2F3P2	E2F transcription factor 3 pseudogene 2	pseudogene	pseudogene	Approved	2q32.3	02q32.3							1994-08-31			2014-11-28	100420003	ENSG00000203435	OTTHUMG00000154439			NG_023648			8246996											PGOHUM00000298271											
HGNC:38684	E2F4P1	E2F transcription factor 4 pseudogene 1	pseudogene	pseudogene	Approved	6p21.2	06p21.2							2010-07-20		2016-01-18	2016-01-18	100131899	ENSG00000231276	OTTHUMG00000014650			NG_022354														PGOHUM00000243616											
HGNC:51449	E2F6P1	E2F transcription factor 6 pseudogene 1	pseudogene	pseudogene	Approved	22q11.21	22q11.21				E2F6 pseudogene 1			2014-11-28		2015-04-07	2015-04-07	386610	ENSG00000234764	OTTHUMG00000150178			NG_003106														PGOHUM00000297629											
HGNC:51450	E2F6P2	E2F transcription factor 6 pseudogene 2	pseudogene	pseudogene	Approved	22q11.21	22q11.21				E2F6 pseudogene 2			2014-11-28		2015-04-07	2015-04-07	376818	ENSG00000224688	OTTHUMG00000150785			NG_003105														PGOHUM00000297475											
HGNC:51451	E2F6P3	E2F transcription factor 6 pseudogene 3	pseudogene	pseudogene	Approved	22q11.21	22q11.21				E2F6 pseudogene 3			2014-11-28		2015-04-07	2015-04-07	100420178	ENSG00000226885	OTTHUMG00000150760			NG_027460														PGOHUM00000297646											
HGNC:51452	E2F6P4	E2F transcription factor 6 pseudogene 4	pseudogene	pseudogene	Approved	Xq26.3	Xq26.3				E2F6 pseudogene 4			2014-11-28		2015-04-07	2015-04-07	139542	ENSG00000231513	OTTHUMG00000022502			NG_006865														PGOHUM00000304873											
HGNC:45233	EBAG9P1	estrogen receptor binding site associated, antigen, 9 pseudogene 1	pseudogene	pseudogene	Approved	10q24.2	10q24.2							2013-03-07			2013-03-07	100422254	ENSG00000233690	OTTHUMG00000018890			NG_025459														PGOHUM00000257784											
HGNC:50682	EBLN3P	endogenous Bornavirus-like nucleoprotein 3, pseudogene	pseudogene	pseudogene	Approved	9p13.2	09p13.2	LOC100506710		EBLN3	endogenous Bornavirus-like nucleoprotein 3			2014-06-05	2016-07-19	2016-07-19	2016-12-21	100506710	ENSG00000281649	OTTHUMG00000019910			NR_036592			27980086											PGOHUM00000304173											
